,0
875,8001250219145
876,8001250129147
877,8001250219152
878,8001250219169
879,8001250129130
880,8001250219138
881,8001250219121
882,8001250069146
883,8001250069160
884,8001250069139
885,8001250079190
886,3760077534002
887,3760077534019
888,3760077534033
889,3760077530660
890,3760077536006
891,3760077537171
892,3760077530035
893,3760077530011
894,3760077533609
895,3760077530684
896,3760077537164
897,3760077530042
898,3760077530028
899,3760077533647
900,3760077530080
901,3760077533661
902,3760077533616
903,3760077533630
904,3760077530691
905,3760077533623
906,3760077533654
907,3760077530103
908,3760077537188
909,3760077537157
910,3760077530073
911,3760077534828
912,3760077534835
913,3760077532138
914,3760077535573
915,3760077534866
916,3760077530783
917,3760077535535
918,8410066127702
919,8715700111490
920,3660603080570
921,3660603080686
922,3660603080587
923,3660603080693
924,3660603081300
925,3660603081263
926,3660603081294
927,3660603081256
928,3660603080600
929,3660603080594
930,3660603080709
931,3660603081287
932,3660603081324
933,8410066121380
934,8715700423692
935,8715700115313
936,3660603080785
937,3660603080358
938,8715700115283
939,3660603080761
940,3660603080341
941,8715700423678
942,8715700115290
943,3660603080808
944,3660603080389
945,8715700423685
946,8715700115306
947,3660603080778
948,3660603080372
949,3660603810320
950,8715700115320
951,3660603080792
952,3660603080396
953,8715700111735
954,8410066141654
955,8410066141777
956,8410066141593
957,8410066141715
958,8410066141685
959,8410066141807
960,8410066141623
961,8410066141746
962,8715700115337
963,3660603080815
964,3660603080365
965,3760253400015
966,3760253400633
967,3760253400640
968,3760253400664
969,3760253400688
970,3760253400657
971,3760253400671
972,3760253400053
973,3760253400626
974,3760253401197
975,3760253400916
976,3760253400602
977,3760253400022
978,3760253400619
979,3760253400039
980,3760253400565
981,3760253400008
982,3456300009071
983,3456300008463
984,3456300009927
985,3760020501075
986,3760020509347
987,3760020508630
988,3456300004380
989,3760020509101
990,3478828009753
991,3478820023641
992,3456300009163
993,3760020505455
994,3760020505875
995,3456300004397
996,3478820023771
997,3456300004717
998,3456300009958
999,3478820030823
1000,3760020505868
1001,3760020507121
1002,3456300004724
1003,3478820030915
1004,3760020501068
1005,3760020501051
1006,3478828009746
1007,3307130605004
1008,3456300009170
1009,3263450139424
1010,3263450117354
1011,3263450142936
1012,3263450142592
1013,3263450117378
1014,3263450142752
1015,3263450142561
1016,3263450117323
1017,3263450117484
1018,3263450142998
1019,3142952352114
1020,3142952359014
1021,3142952353111
1022,3142952935010
1023,3142952970011
1024,3142952721217
1025,3142952735030
1026,3142952737911
1027,3142952582313
1028,3142952737812
1029,3142952582115
1030,3142952721514
1031,3142952721316
1032,3142952721118
1033,3142952382012
1034,3142952371016
1035,3142952370019
1036,3330720536914
1037,3330720536938
1038,3330720536907
1039,3330720536921
1040,3330720536181
1041,3330720536068
1042,3330720536754
1043,3330720536518
1044,3330720536013
1045,3330720537355
1046,3330720536716
1047,3330720536501
1048,3330720537348
1049,3330720536006
1050,3330720536730
1051,3330720536037
1052,3330720537379
1053,3330720536723
1054,3330720536532
1055,3330720536020
1056,3330720537362
1057,3330720536709
1058,8003496080169
1059,3069533172506
1060,3069538102102
1061,3069538103017
1062,3069533182505
1063,3069538102874
1064,8003496080190
1065,8003496080145
1066,3272970190020
1067,3272970190013
1068,3272970190006
1069,8003496080183
1070,8005110518003
1071,8005110172168
1072,8005110172267
1073,8005110000775
1074,8005110519000
1075,8005110513053
1076,8005110172052
1077,8005110515002
1078,8005110512032
1079,8005110172083
1080,8005110514074
1081,8410076421012
1082,0046000283234
1083,3038359004193
1084,3038359004209
1085,3038354288604
1086,3038354281001
1087,3038354271002
1088,3038354221809
1089,3038359007101
1090,3038359006609
1091,3038359006616
1092,3038354170800
1093,3038354181707
1094,3038359003455
1095,3038359002786
1096,3602820040043
1097,3038354180809
1098,3038359002250
1099,3038359003332
1100,3038354192208
1101,3038359000850
1102,3038359004575
1103,3038359007644
1104,3038354190808
1105,3038359000843
1106,3038359007651
1107,3038359008962
1108,3038354310800
1109,3038359004155
1110,3038352871310
1111,3038359004162
1112,3038352871327
1113,3038352871334
1114,3038359004179
1115,3038359003806
1116,3038359006296
1117,3038359007620
1118,3038359007736
1119,3038354190105
1120,3038359004582
1121,3038354197500
1122,3038354197104
1123,3038359004605
1124,3038359004629
1125,3038354190181
1126,3038359004643
1127,3038359006562
1128,3038359004674
1129,3038354190150
1130,3038359005848
1131,3038359007613
1132,3038359007712
1133,3038359007699
1134,3038359007682
1135,3038359007675
1136,3038354193007
1137,3038359003707
1138,3038359003257
1139,3038354221700
1140,3038354222004
1141,3038359004049
1142,3038359003837
1143,3038354191607
1144,3038359001321
1145,3038354190709
1146,3038359004063
1147,3038359003844
1148,3038359000829
1149,3038359004056
1150,3038359003820
1151,3038359003714
1152,3038359002328
1153,3038359002311
1154,3038359006289
1155,3038352874809
1156,3038359000232
1157,3038352874908
1158,3038359004148
1159,3038359004131
1160,3038359000225
1161,3038354192307
1162,3038359005213
1163,3038354192109
1164,3038354192406
1165,3038354191508
1166,3038354226903
1167,3038359006593
1168,3038354191003
1169,3602820042825
1170,3038354221106
1171,3038359002830
1172,3038359006586
1173,3038354220901
1174,3038359002212
1175,3038354190907
1176,3038359005220
1177,3038354310909
1178,3038354220987
1179,3038359005282
1180,3038354220956
1181,3038354220994
1182,3038359007026
1183,3038353762204
1184,3038354226200
1185,3038359002229
1186,3038359005237
1187,3038354226224
1188,3038354226286
1189,3038359005299
1190,3038354226279
1191,3038354226293
1192,3038359007033
1193,3038359000799
1194,3038359002847
1195,3038354562568
1196,3038354562551
1197,3038359004742
1198,3038352876407
1199,3038359006579
1200,3038359004711
1201,3038354190303
1202,3038354194202
1203,3038359001581
1204,3038359004728
1205,3602820044775
1206,3038354190204
1207,3038354191904
1208,3602820040722
1209,3038354190402
1210,3038354190488
1211,3038354190426
1212,3038354199702
1213,3038354179506
1214,3038359005572
1215,3038359002021
1216,3602820047455
1217,3038354199603
1218,3038359002014
1219,3038359003233
1220,3038359003226
1221,3038359007187
1222,3038359005756
1223,3038359005763
1224,3038359005732
1225,3038359009235
1226,3038359005749
1227,3038359001383
1228,3038359001376
1229,8001310016417
1230,8001310140204
1231,8001310609824
1232,8001310750250
1233,8001310120527
1234,8001310271007
1235,8001310163050
1236,8003979000486
1237,8001310162510
1238,8001310164057
1239,8001310161056
1240,8001310100512
1241,0000080482420
1242,3660861901310
1243,3660861901334
1244,3660861901518
1245,3660861901457
1246,3660861901365
1247,3660861901426
1248,3660861901488
1249,8008343279987
1250,8008343279741
1251,8008343279970
1252,8008343279994
1253,8008343279956
1254,8008343279963
1255,8001060022430
1256,8001060022423
1257,8001060022393
1258,8001060022409
1259,8001060027183
1260,8001060027176
1261,8001060026711
1262,8001060026704
1263,8001060026780
1264,8001060033047
1265,8001060034334
1266,8001060020764
1267,8001060034341
1268,8001060020849
1269,8001060031678
1270,8001060020795
1271,8001060020771
1272,8001060035805
1273,8001060024755
1274,8001060026230
1275,8001060026223
1276,8001060028067
1277,8001060024762
1278,8001060020788
1279,8001060034600
1280,8001060028432
1281,8001060021945
1282,8001060027442
1283,8001060028425
1284,8001060028418
1285,8001060028449
1286,8001060029774
1287,8001060006645
1288,8001060012615
1289,8001060006638
1290,8001060030817
1291,8001060030824
1292,8001060030800
1293,8001060024571
1294,8001060012622
1295,8001060001329
1296,8001060031685
1297,8001060018044
1298,8001060014275
1299,8001060010468
1300,8001060029781
1301,8001060024588
1302,8001060035812
1303,8001060012639
1304,8001060000933
1305,8001060013339
1306,8001060014282
1307,8001060012356
1308,8001060019966
1309,8001060024595
1310,8001060013285
1311,8001060001275
1312,8001060035829
1313,8001060014299
1314,8001060006690
1315,8001060014312
1316,8001060018051
1317,8001060024533
1318,8001060018075
1319,8001060024526
1320,8001060018082
1321,8001060018068
1322,8001060024557
1323,8001060013292
1324,8001060000926
1325,8001060011328
1326,8001060004023
1327,8001060024519
1328,8001060023697
1329,8001060024540
1330,8001060022003
1331,8001060029170
1332,8001060019959
1333,8001060013346
1334,8001060032996
1335,8001060021860
1336,8001060019942
1337,8001060013315
1338,8001060000261
1339,8001060033009
1340,8001060033016
1341,8001060032781
1342,8001060033245
1343,8001060024564
1344,8001060013308
1345,8001060375109
1346,8001060034785
1347,8001060035836
1348,8000483151659
1349,8000483151666
1350,8000483300132
1351,3223921800062
1352,3021690024180
1353,3021690017243
1354,3021690023015
1355,3021690025989
1356,3021690017359
1357,3021690017526
1358,3021690021165
1359,3021690019254
1360,3021690021592
1361,3021690017342
1362,3021690021080
1363,3021690020151
1364,3021690019216
1365,3021690024838
1366,3021690025231
1367,3021690019896
1368,3021690026238
1369,3021690026603
1370,3021690027501
1371,3021690024852
1372,3021690017250
1373,3021690026511
1374,3021690027488
1375,3021690026221
1376,3021690026214
1377,3021690024845
1378,3021690025224
1379,3021690025286
1380,3021690026504
1381,3021690026917
1382,3021690026528
1383,3021690026900
1384,3021690017403
1385,3021690019940
1386,3021690022902
1387,3021690017328
1388,3021690021110
1389,3021690020144
1390,3021690019247
1391,3021690026207
1392,3021690022285
1393,3021690017397
1394,3021690020168
1395,3021690019223
1396,3021690021837
1397,3021690022292
1398,3021690021066
1399,3021690017465
1400,3021690021103
1401,3021690020199
1402,3021690019230
1403,3337730909110
1404,3337730908359
1405,3337730908380
1406,8001440129353
1407,3760020508937
1408,3456300009064
1409,3069539003019
1410,0000080042549
1411,3038359008481
1412,3038359005640
1413,3038359000782
1414,3038359002113
1415,3038352871303
1416,3038359002335
1417,3038359004544
1418,3038359008603
1419,3038359004551
1420,3038359002823
1421,3038359008498
1422,3038359005657
1423,3038359001413
1424,3021690021851
