,Unnamed: 0,index,N_EAN13,N_MARQUE,N_SAME_PRODUCT,N_GAMME,N_RECETTES,N_ORGANIC,N_FORMAT,N_WEIGHT_num,N_EMBALLAGE,N_COMPTE,N_STD/PROMO,N_Ventes_Valeur_2019,N_Ventes_Valeur_2018,N_ITEM,N_NIELSEN_DESCRIPTION,N_INITIAL_INDEX,N_CATEGORY,N_COUNT,I_ITEM,I_CATEGORY,I_Ventes_Volume_2018,I_Ventes_Volume_2019
13,13,1562,9325763000083,AUT_MQ,AUT_MQ | SCE_CLAS | TIKKA_MASALA | DOY_PAC | NON_BIO,SCE_CLAS,TIKKA_MASALA,NON_BIO,MF,375,DOY_PAC,1CT,STD,9767.7,0.0,9325763000083,AUT_SCE_DOY_PAC_AUT_FAB_AUT_MQ_SCE_CLAS_MF_TIKKA_MASALA_1CT_375G_*_NON_BIO,1562,AUT_SCE,1,,,0.0,0.0
14,14,1563,3760052155505,AUT_MQ,AUT_MQ | SCE_CLAS | ALGUES | DOY_PAC | BIO,SCE_CLAS,ALGUES,BIO,PF,100,DOY_PAC,1CT,STD,3.6,2387.5,3760052155505,AUT_SCE_DOY_PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_ALGUES_1CT_100G_*_BIO,1563,AUT_SCE,1,,,0.0,0.0
15,15,1564,3760070015331,AUT_MQ,AUT_MQ | SCE_CLAS | ALGUES_AU_SEL_DE_GUERANDE | DOY_PAC | BIO,SCE_CLAS,ALGUES_AU_SEL_DE_GUERANDE,BIO,PF,150,DOY_PAC,1CT,STD,0.0,662.4000000000002,3760070015331,SCE_DOY_PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_ALGUES_AU_SEL_DE_GUERANDE_1CT_150G_*_BIO,1564,AUT_SCE,1,,,0.0,0.0
16,16,1565,3302767151122,AUT_MQ,AUT_MQ | SCE_CLAS | ARMORICAINE | DOY_PAC | NON_BIO,SCE_CLAS,ARMORICAINE,NON_BIO,PF,135,DOY_PAC,1CT,STD,0.0,1.2,3302767151122,AUT_SCE_DOY_PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_ARMORICAINE_1CT_135G_*_NON_BIO,1565,AUT_SCE,1,,,0.0,0.0
17,17,1566,3302767151139,AUT_MQ,AUT_MQ | SCE_CLAS | BEURRE_BLANC_&_CITRON_CONFIT | DOY_PAC | NON_BIO,SCE_CLAS,BEURRE_BLANC_&_CITRON_CONFIT,NON_BIO,PF,135,DOY_PAC,1CT,STD,81.7,2292.2,3302767151139,PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_BEURRE_BLANC_&_CITRON_CONFIT_1CT_135G_*_NON_BIO,1566,AUT_SCE,1,,,0.0,0.0
18,18,1567,3760070014556,AUT_MQ,AUT_MQ | SCE_CLAS | BEURRE_BLANC_RICHE_EN_ECHALOTE | DOY_PAC | NON_BIO,SCE_CLAS,BEURRE_BLANC_RICHE_EN_ECHALOTE,NON_BIO,PF,200,DOY_PAC,1CT,STD,67903.7,86137.29999999999,3760070014556,PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_BEURRE_BLANC_RICHE_EN_ECHALOTE_1CT_200G_*_NON_BIO,1567,AUT_SCE,1,,,0.0,0.0
19,19,1568,3760070014549,AUT_MQ,AUT_MQ | SCE_CLAS | BEURRE_CITRON_A_LA_CREME_FRAIC | DOY_PAC | NON_BIO,SCE_CLAS,BEURRE_CITRON_A_LA_CREME_FRAIC,NON_BIO,PF,200,DOY_PAC,1CT,STD,75244.40000000001,42432.8,3760070014549,PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_BEURRE_CITRON_A_LA_CREME_FRAIC_1CT_200G_*_NON_BIO,1568,AUT_SCE,1,,,0.0,0.0
20,20,1569,3760070015324,AUT_MQ,AUT_MQ | SCE_CLAS | CITRON_VERT_CORIANDRE_AU_SEL_D | DOY_PAC | BIO,SCE_CLAS,CITRON_VERT_CORIANDRE_AU_SEL_D,BIO,PF,150,DOY_PAC,1CT,STD,30888.200000000004,48078.80000000001,3760070015324,DOY_PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_CITRON_VERT_CORIANDRE_AU_SEL_D_1CT_150G_*_BIO,1569,AUT_SCE,1,,,0.0,0.0
21,21,1570,3302767151290,AUT_MQ,AUT_MQ | SCE_CLAS | CREMEE_AU_FOIE_GRAS | DOY_PAC | NON_BIO,SCE_CLAS,CREMEE_AU_FOIE_GRAS,NON_BIO,PF,135,DOY_PAC,1CT,STD,0.0,4.5,3302767151290,SCE_DOY_PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_CREMEE_AU_FOIE_GRAS_1CT_135G_*_NON_BIO,1570,AUT_SCE,1,,,0.0,0.0
22,22,1571,3302767151283,AUT_MQ,AUT_MQ | SCE_CLAS | CREMEE_AUX_MORILLES | DOY_PAC | NON_BIO,SCE_CLAS,CREMEE_AUX_MORILLES,NON_BIO,PF,135,DOY_PAC,1CT,STD,513.0,12144.7,3302767151283,SCE_DOY_PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_CREMEE_AUX_MORILLES_1CT_135G_*_NON_BIO,1571,AUT_SCE,1,,,0.0,0.0
23,23,1572,3760070014525,AUT_MQ,AUT_MQ | SCE_CLAS | HOMARD_A_LA_CREME_FRAICHE_&_AU | DOY_PAC | NON_BIO,SCE_CLAS,HOMARD_A_LA_CREME_FRAICHE_&_AU,NON_BIO,PF,200,DOY_PAC,1CT,STD,4778.700000000002,6331.9,3760070014525,PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_HOMARD_A_LA_CREME_FRAICHE_&_AU_1CT_200G_*_NON_BIO,1572,AUT_SCE,1,,,0.0,0.0
24,24,1573,3302767151108,AUT_MQ,AUT_MQ | SCE_CLAS | MELANGE_5_BAIES | DOY_PAC | NON_BIO,SCE_CLAS,MELANGE_5_BAIES,NON_BIO,PF,135,DOY_PAC,1CT,STD,0.0,12.1,3302767151108,AUT_SCE_DOY_PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_MELANGE_5_BAIES_1CT_135G_*_NON_BIO,1573,AUT_SCE,1,,,0.0,0.0
25,25,1574,3272640001786,AUT_MQ,AUT_MQ | SCE_CLAS | MOUSS_CHAMP | DOY_PAC | NON_BIO,SCE_CLAS,MOUSS_CHAMP,NON_BIO,PF,200,DOY_PAC,1CT,STD,5820.6,10392.8,3272640001786,AUT_SCE_DOY_PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_MOUSS_CHAMP_1CT_200G_*_NON_BIO,1574,AUT_SCE,1,,,0.0,0.0
26,26,1575,3760070014518,AUT_MQ,AUT_MQ | SCE_CLAS | OSEILLE_A_LA_CREME_FRAICHE_AU | DOY_PAC | NON_BIO,SCE_CLAS,OSEILLE_A_LA_CREME_FRAICHE_AU,NON_BIO,PF,200,DOY_PAC,1CT,STD,62583.3,70158.9,3760070014518,PAC_AUT_FAB_AUT_MQ_SCE_CLAS_PF_OSEILLE_A_LA_CREME_FRAICHE_AU_1CT_200G_*_NON_BIO,1575,AUT_SCE,1,,,0.0,0.0
