,index,N_EAN13,N_MARQUE,N_SAME_PRODUCT,N_GAMME,N_RECETTES,N_ORGANIC,N_FORMAT,N_WEIGHT_num,N_EMBALLAGE,N_COMPTE,N_STD/PROMO,N_Ventes_Valeur_2019,N_Ventes_Valeur_2018,N_ITEM,N_NIELSEN_DESCRIPTION,N_INITIAL_INDEX,N_CATEGORY,N_COUNT
0,1542,3760052155536,AUT_MQ,AUT_MQ | SCE_CLAS | CITRON_VERT_PIMENT_DOUX | AUT_EMB | NON_BIO,SCE_CLAS,CITRON_VERT_PIMENT_DOUX,NON_BIO,PF,100,AUT_EMB,1CT,STD,35.1,1563.3000000000006,3760052155536,AUT_EMB_AUT_FAB_AUT_MQ_SCE_CLAS_PF_CITRON_VERT_PIMENT_DOUX_1CT_100G_*_NON_BIO,1542,AUT_SCE,1
755,2353,8013945930105,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,180,POT,1CT,STD,8938.2,17181.6,8013945930105,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_180G_*_NON_BIO,2353,SAUCES_POUR_FECULENTS,1
756,2354,80729303,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,180,POT,1CT,STD,0.0,3.2,0000080729303,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_180G_*_NON_BIO,2354,SAUCES_POUR_FECULENTS,1
757,2355,3760014294518,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,180,POT,1CT,STD,42875.2,34094.1,3760014294518,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_180G_*_NON_BIO,2355,SAUCES_POUR_FECULENTS,1
758,2356,8028278000296,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,180,POT,1CT,STD,7091.3,9928.6,8028278000296,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_180G_*_NON_BIO,2356,SAUCES_POUR_FECULENTS,1
759,2357,3183811010202,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,180,POT,1CT,STD,14572.5,14098.5,3183811010202,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_180G_*_NON_BIO,2357,SAUCES_POUR_FECULENTS,1
760,2358,8032680410109,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,180,POT,1CT,STD,11763.1,10528.0,8032680410109,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_180G_*_NON_BIO,2358,SAUCES_POUR_FECULENTS,1
761,2359,3760275810557,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,180,POT,1CT,STD,20689.1,10534.9,3760275810557,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_180G_*_NON_BIO,2359,SAUCES_POUR_FECULENTS,1
762,2360,3572170385043,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,185,POT,1CT,STD,312.5,6723.799999999997,3572170385043,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_185G_*_NON_BIO,2360,SAUCES_POUR_FECULENTS,1
763,2361,8007290521552,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,1CT,STD,0.0,0.0,8007290521552,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_190G_*_NON_BIO,2361,SAUCES_POUR_FECULENTS,1
764,2362,80024347,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,1CT,STD,1493.9,2312.5000000000005,0000080024347,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_190G_*_NON_BIO,2362,SAUCES_POUR_FECULENTS,1
765,2363,8001770060890,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,1CT,STD,57085.7,52525.20000000001,8001770060890,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_190G_*_NON_BIO,2363,SAUCES_POUR_FECULENTS,1
766,2364,838948001670,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,1CT,STD,38172.0,24709.8,0838948001670,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_190G_*_NON_BIO,2364,SAUCES_POUR_FECULENTS,1
767,2365,80280835,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,1CT,STD,4751.200000000002,74559.3,0000080280835,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_190G_*_NON_BIO,2365,SAUCES_POUR_FECULENTS,1
768,2366,8008745020293,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,1CT,STD,0.0,0.0,8008745020293,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_190G_*_NON_BIO,2366,SAUCES_POUR_FECULENTS,1
769,2367,3760172956181,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,190,POT,1CT,STD,4.1,731.4,3760172956181,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_190G_*_NON_BIO,2367,SAUCES_POUR_FECULENTS,1
770,2368,8032589960132,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,195,POT,1CT,STD,0.0,118.6,8032589960132,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_195G_*_NON_BIO,2368,SAUCES_POUR_FECULENTS,1
771,2369,8032589960217,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,195,POT,1CT,STD,0.0,0.0,8032589960217,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_195G_*_NON_BIO,2369,SAUCES_POUR_FECULENTS,1
772,2370,3466090080082,AUT_MQ,AUT_MQ | PESTO | PESTO_VERD | POT | NON_BIO,PESTO,PESTO_VERD,NON_BIO,PF,200,POT,1CT,STD,47497.1,55824.7,3466090080082,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PESTO_VERD_1CT_200G_*_NON_BIO,2370,SAUCES_POUR_FECULENTS,1
773,2371,3518320001500,AUT_MQ,AUT_MQ | PESTO | PISTOU_NICOIS | POT | NON_BIO,PESTO,PISTOU_NICOIS,NON_BIO,PF,130,POT,1CT,STD,12316.299999999996,17444.000000000004,3518320001500,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PISTOU_NICOIS_1CT_130G_*_NON_BIO,2371,SAUCES_POUR_FECULENTS,1
774,2372,3271514190052,AUT_MQ,AUT_MQ | PESTO | PISTOU_ROUGE | POT | NON_BIO,PESTO,PISTOU_ROUGE,NON_BIO,PF,110,POT,1CT,STD,1851.5,5264.0999999999985,3271514190052,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_PESTO_PF_PISTOU_ROUGE_1CT_110G_*_NON_BIO,2372,SAUCES_POUR_FECULENTS,1
775,2373,3251870001346,AUT_MQ,AUT_MQ | SCE_POISSON | ANCHOIS | POT | NON_BIO,SCE_POISSON,ANCHOIS,NON_BIO,PF,200,POT,1CT,STD,0.0,16.700000000000006,3251870001346,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_SCE_POISSON_PF_ANCHOIS_1CT_200G_*_NON_BIO,2373,SAUCES_POUR_FECULENTS,1
776,2374,8031183000343,AUT_MQ,AUT_MQ | SCE_POISSON | CAPRE_OLIV | POT | NON_BIO,SCE_POISSON,CAPRE_OLIV,NON_BIO,PF,280,POT,1CT,STD,15162.9,8414.799999999997,8031183000343,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_SCE_POISSON_PF_CAPRE_OLIV_1CT_280G_*_NON_BIO,2374,SAUCES_POUR_FECULENTS,1
777,2375,80612605,AUT_MQ,AUT_MQ | SCE_POISSON | CLOVISSE | POT | NON_BIO,SCE_POISSON,CLOVISSE,NON_BIO,PF,200,POT,1CT,STD,0.0,38.9,0000080612605,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_SCE_POISSON_PF_CLOVISSE_1CT_200G_*_NON_BIO,2375,SAUCES_POUR_FECULENTS,1
778,2376,3251870001322,AUT_MQ,AUT_MQ | SCE_POISSON | MOULE | POT | NON_BIO,SCE_POISSON,MOULE,NON_BIO,PF,200,POT,1CT,STD,0.0,17.6,3251870001322,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_SCE_POISSON_PF_MOULE_1CT_200G_*_NON_BIO,2376,SAUCES_POUR_FECULENTS,1
779,2377,8005360001164,AUT_MQ,AUT_MQ | SCE_POISSON | THON | POT | NON_BIO,SCE_POISSON,THON,NON_BIO,PF,190,POT,1CT,STD,1877.7000000000005,1740.2999999999995,8005360001164,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_SCE_POISSON_PF_THON_1CT_190G_*_NON_BIO,2377,SAUCES_POUR_FECULENTS,1
780,2378,8002960100327,AUT_MQ,AUT_MQ | SCE_POISSON | THON | POT | NON_BIO,SCE_POISSON,THON,NON_BIO,PF,200,POT,1CT,STD,0.0,0.0,8002960100327,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_SCE_POISSON_PF_THON_1CT_200G_*_NON_BIO,2378,SAUCES_POUR_FECULENTS,1
781,2379,3662902000020,AUT_MQ,AUT_MQ | SCE_POISSON | TOMATES_JAUNES_&_FILETS_DE_THO | POT | NON_BIO,SCE_POISSON,TOMATES_JAUNES_&_FILETS_DE_THO,NON_BIO,PF,200,POT,1CT,STD,0.0,936.5,3662902000020,AUT_FAB_AUT_MQ_SCE_POISSON_PF_TOMATES_JAUNES_&_FILETS_DE_THO_1CT_200G_*_NON_BIO,2379,SAUCES_POUR_FECULENTS,1
782,2380,8002960020441,AUT_MQ,AUT_MQ | SCE_POISSON | VONGOLE | POT | NON_BIO,SCE_POISSON,VONGOLE,NON_BIO,PF,200,POT,1CT,STD,0.0,108.7,8002960020441,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_SCE_POISSON_PF_VONGOLE_1CT_200G_*_NON_BIO,2380,SAUCES_POUR_FECULENTS,1
783,2382,8076809525220,BARILLA,BARILLA | AUT_VIANDE | AMATRICIAN | POT | NON_BIO,AUT_VIANDE,AMATRICIAN,NON_BIO,MF,400,POT,1CT,STD,3305.5,2704.7,8076809525220,SAUCES_POUR_FECULENTS_POT_BARILLA_AUT_VIANDE_MF_AMATRICIAN_1CT_400G_*_NON_BIO,2382,SAUCES_POUR_FECULENTS,1
784,2383,8076809528689,BARILLA,BARILLA | AUTRE_GAMME | GORGONZOLA | POT | NON_BIO,AUTRE_GAMME,GORGONZOLA,NON_BIO,MF,400,POT,1CT,STD,0.0,0.0,8076809528689,SAUCES_POUR_FECULENTS_POT_BARILLA_AUTRE_GAMME_MF_GORGONZOLA_1CT_400G_*_NON_BIO,2383,SAUCES_POUR_FECULENTS,1
785,2384,8076809574150,BARILLA,BARILLA | BIO | BASILIC | POT | BIO,BIO,BASILIC,BIO,PF,200,POT,1CT,STD,1202810.8,580533.4999999999,8076809574150,SAUCES_POUR_FECULENTS_POT_BARILLA_BIO_PF_BASILIC_1CT_200G_*_BIO,2384,SAUCES_POUR_FECULENTS,1
786,2385,8076809574143,BARILLA,BARILLA | BIO | PESTO_VERD | POT | BIO,BIO,PESTO_VERD,BIO,PF,185,POT,1CT,STD,1884404.4,866341.7999999998,8076809574143,SAUCES_POUR_FECULENTS_POT_BARILLA_BIO_PF_PESTO_VERD_1CT_185G_*_BIO,2385,SAUCES_POUR_FECULENTS,1
787,2386,8076809525244,BARILLA,BARILLA | BOLO_CLASSIQUE | RAGU_CONTADINO_CON_VINO_ROSSO | POT | NON_BIO,BOLO_CLASSIQUE,RAGU_CONTADINO_CON_VINO_ROSSO,NON_BIO,MF,400,POT,1CT,STD,1810.8,2271.5,8076809525244,POT_BARILLA_BOLO_CLASSIQUE_MF_RAGU_CONTADINO_CON_VINO_ROSSO_1CT_400G_*_NON_BIO,2386,SAUCES_POUR_FECULENTS,1
788,2387,8076809513678,BARILLA,BARILLA | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,400,POT,1CT,STD,3700116.400000001,3275548.6,8076809513678,POUR_FECULENTS_POT_BARILLA_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_400G_*_NON_BIO,2387,SAUCES_POUR_FECULENTS,1
789,2388,8076809513326,BARILLA,BARILLA | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,400,POT,1CT,STD,2996.3,2539.8,8076809513326,POUR_FECULENTS_POT_BARILLA_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_400G_*_NON_BIO,2388,SAUCES_POUR_FECULENTS,1
790,2389,8076809541671,BARILLA,BARILLA | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,400,POT,2CT,STD,9.8,2498.9,8076809541671,POUR_FECULENTS_POT_BARILLA_BOLO_CLASSIQUE_MF_BOLOGNAISE_2CT_400G_*_NON_BIO,2389,SAUCES_POUR_FECULENTS,1
791,2390,8076809544900,BARILLA,BARILLA | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,400,POT,6CT,PROMO,2775.700000000001,227756.3,8076809544900,POUR_FECULENTS_POT_BARILLA_BOLO_CLASSIQUE_MF_BOLOGNAISE_6CT_400G_PK2_NON_BIO,2390,SAUCES_POUR_FECULENTS,1
792,2391,3602820040739,BARILLA,BARILLA | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,400,POT,6CT,STD,0.0,0.0,3602820040739,POUR_FECULENTS_POT_BARILLA_BOLO_CLASSIQUE_MF_BOLOGNAISE_6CT_400G_*_NON_BIO,2391,SAUCES_POUR_FECULENTS,1
793,2392,8076809572255,BARILLA,BARILLA | BOLO_CLASSIQUE | BOLOGNAISE_EXTRA_RICHE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE_EXTRA_RICHE,NON_BIO,MF,400,POT,1CT,STD,2263628.4,2035007.3,8076809572255,POT_BARILLA_BOLO_CLASSIQUE_MF_BOLOGNAISE_EXTRA_RICHE_1CT_400G_*_NON_BIO,2392,SAUCES_POUR_FECULENTS,1
794,2393,8076809546362,BARILLA,BARILLA | BOLO_CLASSIQUE | BOLOGNESE_FROMAGE_ITALIEN | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNESE_FROMAGE_ITALIEN,NON_BIO,MF,400,POT,1CT,STD,851564.2999999998,825372.9000000001,8076809546362,POT_BARILLA_BOLO_CLASSIQUE_MF_BOLOGNESE_FROMAGE_ITALIEN_1CT_400G_*_NON_BIO,2393,SAUCES_POUR_FECULENTS,1
795,2394,8076809535878,BARILLA,BARILLA | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,PF,200,POT,1CT,STD,1336286.4,1216422.8,8076809535878,POUR_FECULENTS_POT_BARILLA_BOLO_CLASSIQUE_PF_BOLOGNAISE_1CT_200G_*_NON_BIO,2394,SAUCES_POUR_FECULENTS,1
796,2395,8076809536295,BARILLA,BARILLA | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,PF,200,POT,3CT,PROMO,0.0,36.1,8076809536295,POUR_FECULENTS_POT_BARILLA_BOLO_CLASSIQUE_PF_BOLOGNAISE_3CT_200G_DP1_NON_BIO,2395,SAUCES_POUR_FECULENTS,1
797,2396,8076809546348,BARILLA,BARILLA | BOLO_ORIGINALE | BOLOGNESE_CHAMPIGNONS_&_CEPES | POT | NON_BIO,BOLO_ORIGINALE,BOLOGNESE_CHAMPIGNONS_&_CEPES,NON_BIO,MF,400,POT,1CT,STD,10.2,1214.3,8076809546348,POT_BARILLA_BOLO_ORIGINALE_MF_BOLOGNESE_CHAMPIGNONS_&_CEPES_1CT_400G_*_NON_BIO,2396,SAUCES_POUR_FECULENTS,1
798,2397,8076809546355,BARILLA,BARILLA | BOLO_ORIGINALE | BOLOGNESE_VERDURE_MEDITERRANEE | POT | NON_BIO,BOLO_ORIGINALE,BOLOGNESE_VERDURE_MEDITERRANEE,NON_BIO,MF,400,POT,1CT,STD,110.1,2958.2,8076809546355,POT_BARILLA_BOLO_ORIGINALE_MF_BOLOGNESE_VERDURE_MEDITERRANEE_1CT_400G_*_NON_BIO,2397,SAUCES_POUR_FECULENTS,1
799,2398,8076809572552,BARILLA,BARILLA | BOLO_VEGETARIENNE | BOLOGNESE_SOJA | POT | NON_BIO,BOLO_VEGETARIENNE,BOLOGNESE_SOJA,NON_BIO,PF,195,POT,1CT,STD,308594.5,273306.3,8076809572552,FECULENTS_POT_BARILLA_BOLO_VEGETARIENNE_PF_BOLOGNESE_SOJA_1CT_195G_*_NON_BIO,2398,SAUCES_POUR_FECULENTS,1
800,2399,8076809572996,BARILLA,BARILLA | LEGUMES | AIL_&_FINE_HERBES | POT | NON_BIO,LEGUMES,AIL_&_FINE_HERBES,NON_BIO,MF,400,POT,1CT,STD,347746.8,513011.1,8076809572996,POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_AIL_&_FINE_HERBES_1CT_400G_*_NON_BIO,2399,SAUCES_POUR_FECULENTS,1
801,2400,8076809523660,BARILLA,BARILLA | LEGUMES | ARRABIATA | POT | NON_BIO,LEGUMES,ARRABIATA,NON_BIO,MF,500,POT,1CT,PROMO,22.2,849.4,8076809523660,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_ARRABIATA_1CT_500G_%25_NON_BIO,2400,SAUCES_POUR_FECULENTS,1
802,2401,8076809513388,BARILLA,BARILLA | LEGUMES | ARRABIATA | POT | NON_BIO,LEGUMES,ARRABIATA,NON_BIO,MF,400,POT,1CT,STD,2747831.8,2489432.3000000003,8076809513388,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_ARRABIATA_1CT_400G_*_NON_BIO,2401,SAUCES_POUR_FECULENTS,1
803,2402,807680951338,BARILLA,BARILLA | LEGUMES | ARRABIATA | POT | NON_BIO,LEGUMES,ARRABIATA,NON_BIO,MF,400,POT,1CT,STD,0.0,38.0,0807680951338,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_ARRABIATA_1CT_400G_*_NON_BIO,2402,SAUCES_POUR_FECULENTS,1
804,2403,8076809536851,BARILLA,BARILLA | LEGUMES | ARRABIATA | POT | NON_BIO,LEGUMES,ARRABIATA,NON_BIO,MF,400,POT,2CT,PROMO,690353.6,494011.8,8076809536851,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_ARRABIATA_2CT_400G_PRIX_NON_BIO,2403,SAUCES_POUR_FECULENTS,1
805,2404,3602820039245,BARILLA,BARILLA | LEGUMES | ARRABIATA | POT | NON_BIO,LEGUMES,ARRABIATA,NON_BIO,MF,400,POT,6CT,STD,0.0,0.0,3602820039245,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_ARRABIATA_6CT_400G_*_NON_BIO,2404,SAUCES_POUR_FECULENTS,1
806,2405,8076809523653,BARILLA,BARILLA | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,MF,500,POT,1CT,PROMO,2.8,301.4,8076809523653,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_BASILIC_1CT_500G_%25_NON_BIO,2405,SAUCES_POUR_FECULENTS,1
807,2406,8076809513456,BARILLA,BARILLA | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,MF,400,POT,1CT,STD,1458.1,2314.8,8076809513456,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_BASILIC_1CT_400G_*_NON_BIO,2406,SAUCES_POUR_FECULENTS,1
808,2407,8076809513722,BARILLA,BARILLA | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,MF,400,POT,1CT,STD,4425363.199999998,4355925.899999999,8076809513722,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_BASILIC_1CT_400G_*_NON_BIO,2407,SAUCES_POUR_FECULENTS,1
809,2408,8076809513739,BARILLA,BARILLA | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,MF,400,POT,1CT,STD,0.0,1.3,8076809513739,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_BASILIC_1CT_400G_*_NON_BIO,2408,SAUCES_POUR_FECULENTS,1
810,2409,8076809536868,BARILLA,BARILLA | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,MF,400,POT,2CT,PROMO,116099.89999999998,239521.9,8076809536868,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_BASILIC_2CT_400G_PRIX_NON_BIO,2409,SAUCES_POUR_FECULENTS,1
811,2410,8076809573313,BARILLA,BARILLA | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,MF,400,POT,3CT,PROMO,178089.0,220629.2,8076809573313,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_BASILIC_3CT_400G_PK1_NON_BIO,2410,SAUCES_POUR_FECULENTS,1
812,2411,3602820042436,BARILLA,BARILLA | LEGUMES | BASILIC | POT | NON_BIO,LEGUMES,BASILIC,NON_BIO,MF,400,POT,6CT,STD,0.0,0.0,3602820042436,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_BASILIC_6CT_400G_*_NON_BIO,2411,SAUCES_POUR_FECULENTS,1
813,2412,8076809513692,BARILLA,BARILLA | LEGUMES | NAPOLITAIN | POT | NON_BIO,LEGUMES,NAPOLITAIN,NON_BIO,MF,400,POT,1CT,STD,1228615.8,1157821.4,8076809513692,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_NAPOLITAIN_1CT_400G_*_NON_BIO,2412,SAUCES_POUR_FECULENTS,1
814,2413,8076809513395,BARILLA,BARILLA | LEGUMES | NATURE | POT | NON_BIO,LEGUMES,NATURE,NON_BIO,MF,400,POT,1CT,STD,2406.3,2263.5000000000005,8076809513395,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_NATURE_1CT_400G_*_NON_BIO,2413,SAUCES_POUR_FECULENTS,1
815,2414,8076809523677,BARILLA,BARILLA | LEGUMES | OLIVE | POT | NON_BIO,LEGUMES,OLIVE,NON_BIO,MF,500,POT,1CT,PROMO,0.0,6.3,8076809523677,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_OLIVE_1CT_500G_%25_NON_BIO,2414,SAUCES_POUR_FECULENTS,1
816,2415,8076809513715,BARILLA,BARILLA | LEGUMES | OLIVE | POT | NON_BIO,LEGUMES,OLIVE,NON_BIO,MF,400,POT,1CT,STD,1863772.2,1766106.2,8076809513715,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_OLIVE_1CT_400G_*_NON_BIO,2415,SAUCES_POUR_FECULENTS,1
817,2416,8076809513449,BARILLA,BARILLA | LEGUMES | OLIVE | POT | NON_BIO,LEGUMES,OLIVE,NON_BIO,MF,400,POT,1CT,STD,2423.8,2092.3,8076809513449,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_OLIVE_1CT_400G_*_NON_BIO,2416,SAUCES_POUR_FECULENTS,1
818,2417,8076809536844,BARILLA,BARILLA | LEGUMES | OLIVE | POT | NON_BIO,LEGUMES,OLIVE,NON_BIO,MF,400,POT,2CT,PROMO,1677.4,192964.0,8076809536844,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_OLIVE_2CT_400G_PRIX_NON_BIO,2417,SAUCES_POUR_FECULENTS,1
819,2418,3602820037913,BARILLA,BARILLA | LEGUMES | OLIVE | POT | NON_BIO,LEGUMES,OLIVE,NON_BIO,MF,400,POT,6CT,STD,0.0,0.0,3602820037913,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_OLIVE_6CT_400G_*_NON_BIO,2418,SAUCES_POUR_FECULENTS,1
820,2419,8076809523578,BARILLA,BARILLA | LEGUMES | PIZZA | POT | NON_BIO,LEGUMES,PIZZA,NON_BIO,MF,400,POT,1CT,STD,1.4,0.0,8076809523578,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_PIZZA_1CT_400G_*_NON_BIO,2419,SAUCES_POUR_FECULENTS,1
821,2420,8076809523561,BARILLA,BARILLA | LEGUMES | PIZZA | POT | NON_BIO,LEGUMES,PIZZA,NON_BIO,MF,400,POT,1CT,STD,165.89999999999995,18.1,8076809523561,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_PIZZA_1CT_400G_*_NON_BIO,2420,SAUCES_POUR_FECULENTS,1
822,2421,8076809543934,BARILLA,BARILLA | LEGUMES | PROVENCALE | POT | NON_BIO,LEGUMES,PROVENCALE,NON_BIO,MF,400,POT,1CT,STD,2396392.8000000003,2116644.9,8076809543934,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_PROVENCALE_1CT_400G_*_NON_BIO,2421,SAUCES_POUR_FECULENTS,1
823,2422,8076809544825,BARILLA,BARILLA | LEGUMES | PROVENCALE | POT | NON_BIO,LEGUMES,PROVENCALE,NON_BIO,MF,400,POT,2CT,STD,928737.5,704107.3,8076809544825,SAUCES_POUR_FECULENTS_POT_BARILLA_LEGUMES_MF_PROVENCALE_2CT_400G_*_NON_BIO,2422,SAUCES_POUR_FECULENTS,1
