,CATEGORY,MKT_SEGMENT,KPI,EAN13_num,MARQUE,RECETTES,ORGANIC,WEIGHT_num,EMBALLAGE,GAMME,FORMAT,COMPTE,STD/PROMO,ITEM,CAM AN-1,DERNIER CAM,4 S 28/01/18,4 S 25/02/18,4 S 25/03/18,4 S 22/04/18,4 S 20/05/18,4 S 17/06/18,4 S 15/07/18,4 S 12/08/18,4 S 09/09/18,4 S 07/10/18,4 S 04/11/18,4 S 02/12/18,4 S 30/12/18,4 S 27/01/19,4 S 24/02/19,4 S 24/03/19,4 S 21/04/19,4 S 19/05/19,4 S 16/06/19,4 S 14/07/19,4 S 11/08/19,4 S 08/09/19,4 S 06/10/19,4 S 03/11/19,4 S 01/12/19,4 S 29/12/19,EAN13,WEIGHT,NIELSEN_DESCRIPTION,INITIAL_INDEX
6989,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8008343279963,RUMMO,PESTO VERD,0,185,POT,PESTO,PF,1CT,STD,8008343279963,1.6923076923076923,2.1538461538461537,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8008343279963.0,185.0,SAUCES POUR FECULENTS POT AUT FAB RUMMO PESTO PF PESTO VERD 1CT 185G * NON BIO,7501
7066,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060029170,SACLA,PEST ARTIC,0,470,POT,PESTO,MF,1CT,STD,8001060029170,0.16666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001060029170.0,470.0,SAUCES POUR FECULENTS POT SACLA PESTO MF PEST ARTIC 1CT 470G * NON BIO,7579
7067,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060019959,SACLA,PESTO TRUFFE NR,0,190,POT,PESTO,MF,1CT,STD,8001060019959,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8001060019959.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO MF PESTO TRUFFE NR 1CT 190G * NON BIO,7580
7068,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060013346,SACLA,PESTO AIL OURS,0,190,POT,PESTO,PF,1CT,STD,8001060013346,7.384615384615384,8.307692307692307,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,8001060013346.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO AIL OURS 1CT 190G * NON BIO,7581
7069,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060032996,SACLA,PESTO BASILIC & TOFU & CHANVRE,1,190,POT,PESTO,PF,1CT,STD,8001060032996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001060032996.0,190.0,POUR FECULENTS POT SACLA PESTO PF PESTO BASILIC & TOFU & CHANVRE 1CT 190G * BIO,7582
7070,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060021860,SACLA,PESTO DES ANGES,0,190,POT,PESTO,PF,1CT,STD,8001060021860,1.2307692307692308,0.38461538461538464,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8001060021860.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO DES ANGES 1CT 190G * NON BIO,7583
7071,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060019942,SACLA,PESTO ENFER,0,190,POT,PESTO,PF,1CT,STD,8001060019942,1.3846153846153846,1.1538461538461535,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8001060019942.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO ENFER 1CT 190G * NON BIO,7584
7072,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060013315,SACLA,PESTO RGE,-1,0,POT,PESTO,PF,1CT,PROMO,8001060013315,1.3846153846153846,1.4615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,3.0,5.0,8001060013315.0,,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO RGE 1CT 290G +100 NON BIO,7585
7073,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060000261,SACLA,PESTO RGE,0,190,POT,PESTO,PF,1CT,STD,8001060000261,8.076923076923077,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,8001060000261.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO RGE 1CT 190G * NON BIO,7586
7074,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060033009,SACLA,PESTO ROSSO & GINGEMBRE CONFIT,1,190,POT,PESTO,PF,1CT,STD,8001060033009,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060033009.0,190.0,POUR FECULENTS POT SACLA PESTO PF PESTO ROSSO & GINGEMBRE CONFIT 1CT 190G * BIO,7587
7075,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060033016,SACLA,PESTO ROSSO PECORINO ROMANO &,0,190,POT,PESTO,PF,1CT,STD,8001060033016,1.3,2.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8001060033016.0,190.0,FECULENTS POT SACLA PESTO PF PESTO ROSSO PECORINO ROMANO & 1CT 190G * NON BIO,7588
7076,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060032781,SACLA,PESTO ROSSO TOFU & BAIES DE GO,1,190,POT,PESTO,PF,1CT,STD,8001060032781,0.7272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060032781.0,190.0,POUR FECULENTS POT SACLA PESTO PF PESTO ROSSO TOFU & BAIES DE GO 1CT 190G * BIO,7589
7077,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060033245,SACLA,PESTO VEGETARIEN,0,190,POT,PESTO,PF,1CT,STD,8001060033245,2.0,0.0,4.0,8.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001060033245.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VEGETARIEN 1CT 190G * NON BIO,7590
7078,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060024564,SACLA,PESTO VERD,-1,0,POT,PESTO,PF,1CT,PROMO,8001060024564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001060024564.0,,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 240G %25 NON BIO,7591
7079,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060013308,SACLA,PESTO VERD,-1,0,POT,PESTO,PF,1CT,PROMO,8001060013308,2.230769230769231,1.9230769230769231,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,9.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,3.0,6.0,8001060013308.0,,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 290G %50 NON BIO,7592
7080,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060375109,SACLA,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,8001060375109,21.076923076923077,18.23076923076923,20.0,20.0,20.0,21.0,22.0,22.0,23.0,23.0,22.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,18.0,16.0,16.0,15.0,15.0,8001060375109.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 190G * NON BIO,7593
7081,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060034785,SACLA,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,8001060034785,0.0,1.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,8001060034785.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 190G * NON BIO,7594
7082,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8001060035836,SACLA,PESTO VERD,0,290,POT,PESTO,PF,1CT,STD,8001060035836,0.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,8001060035836.0,290.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 290G * NON BIO,7595
7085,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,8000483300132,VICTORIA,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,8000483300132,0.6923076923076923,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8000483300132.0,190.0,SAUCES POUR FECULENTS POT VICTORIA PESTO PF PESTO VERD 1CT 190G * NON BIO,7599
7139,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,3337730908359,AUT MQ,PESTO RGE,0,100,TUB,PESTO,PF,1CT,STD,3337730908359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337730908359.0,100.0,SAUCES POUR FECULENTS TUB AUT FAB AUT MQ PESTO PF PESTO RGE 1CT 100G * NON BIO,7657
7140,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,3337730908380,AUT MQ,PESTO VERD,0,100,TUB,PESTO,PF,1CT,STD,3337730908380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337730908380.0,100.0,SAUCES POUR FECULENTS TUB AUT FAB AUT MQ PESTO PF PESTO VERD 1CT 100G * NON BIO,7658
7157,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DN,3038359005657,PANZANI,PESTO VERD,0,160,TUB,PESTO,PF,1CT,STD,3038359005657,7.461538461538463,7.3076923076923075,5.0,5.0,5.0,5.0,7.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,3038359005657.0,160.0,POUR FECULENTS TUB PANZANI SA PANZANI PESTO PF PESTO VERD 1CT 160G * NON BIO,7681
7391,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3038359009204,PANZANI,PEST BASIL PARM,0,120,COUPELLE,PESTO,PF,1CT,STD,3038359009204,0.0,11.111111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,14.0,14.0,14.0,13.0,12.0,13.0,3038359009204.0,120.0,COUPELLE PANZANI SA PANZANI PESTO PF PEST BASIL PARM 1CT 120G * NON BIO,7966
7392,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3038359009211,PANZANI,PESTO TOM SECHE,0,120,COUPELLE,PESTO,PF,1CT,STD,3038359009211,0.0,2.5555555555555562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3038359009211.0,120.0,COUPELLE PANZANI SA PANZANI PESTO PF PESTO TOM SECHE 1CT 120G * NON BIO,7967
7394,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3021690018899,ZAPETTI BUITONI,PESTO VERD,0,40,DOSE,PESTO,FI,3CT,STD,3021690018899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3021690018899.0,40.0,FECULENTS DOSE ZAPETTI ZAPETTI BUITONI PESTO FI PESTO VERD 3CT 40G * NON BIO,7972
7397,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,8076809542012,BARILLA,PESTO VERD,0,500,DOY PAC,PESTO,MF,1CT,STD,8076809542012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8076809542012.0,500.0,SAUCES POUR FECULENTS DOY PAC BARILLA PESTO MF PESTO VERD 1CT 500G * NON BIO,7978
7400,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3038352870207,PANZANI,PESTO VERD,0,1000,DOY PAC,PESTO,TGF,1CT,STD,3038352870207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038352870207.0,1000.0,FECULENTS DOY PAC PANZANI SA PANZANI PESTO TGF PESTO VERD 1CT 1000G * NON BIO,7985
7410,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3038359001611,PANZANI,PESTO RGE,0,265,FLA PLAS,PESTO,PF,1CT,STD,3038359001611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038359001611.0,265.0,POUR FECULENTS FLA PLAS PANZANI SA PANZANI PESTO PF PESTO RGE 1CT 265G * NON BIO,8002
7411,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3038359001604,PANZANI,PESTO VERD,0,265,FLA PLAS,PESTO,PF,1CT,STD,3038359001604,6.461538461538463,0.0,28.0,22.0,15.0,9.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038359001604.0,265.0,FECULENTS FLA PLAS PANZANI SA PANZANI PESTO PF PESTO VERD 1CT 265G * NON BIO,8003
7840,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3760153840140,AUT MQ,PESTO MENTHE,0,80,POT,PESTO,FI,1CT,STD,3760153840140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760153840140.0,80.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO FI PESTO MENTHE 1CT 80G * NON BIO,8434
7841,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,8003979000424,AUT MQ,PESTO VERD,0,80,POT,PESTO,FI,1CT,STD,8003979000424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8003979000424.0,80.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO FI PESTO VERD 1CT 80G * NON BIO,8435
7842,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3144550005157,AUT MQ,PESTO VERD,0,90,POT,PESTO,FI,1CT,STD,3144550005157,3.0,2.6923076923076925,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3144550005157.0,90.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO FI PESTO VERD 1CT 90G * NON BIO,8436
7843,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,80409700,AUT MQ,PESTO VERD,0,90,POT,PESTO,FI,1CT,STD,0000080409700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80409700.0,90.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO FI PESTO VERD 1CT 90G * NON BIO,8437
7844,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3424150010165,AUT MQ,PESTO VERD,0,90,POT,PESTO,FI,1CT,STD,3424150010165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3424150010165.0,90.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO FI PESTO VERD 1CT 90G * NON BIO,8438
7845,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,8032584372015,AUT MQ,PESTO VERD,0,95,POT,PESTO,FI,1CT,STD,8032584372015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8032584372015.0,95.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO FI PESTO VERD 1CT 95G * NON BIO,8439
7846,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,8032680410178,AUT MQ,PESTO VERD,0,95,POT,PESTO,FI,1CT,STD,8032680410178,2.0,1.6923076923076923,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,8032680410178.0,95.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO FI PESTO VERD 1CT 95G * NON BIO,8440
7847,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3424150010585,AUT MQ,PESTO VERD,0,390,POT,PESTO,MF,1CT,STD,3424150010585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3424150010585.0,390.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO MF PESTO VERD 1CT 390G * NON BIO,8441
7848,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3337730004082,AUT MQ,PESTO VERD,0,400,POT,PESTO,MF,1CT,STD,3337730004082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337730004082.0,400.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO MF PESTO VERD 1CT 400G * NON BIO,8442
7849,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3512680000029,AUT MQ,BASILIC,0,180,POT,PESTO,PF,1CT,STD,3512680000029,1.2307692307692308,1.0769230769230769,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3512680000029.0,180.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO PF BASILIC 1CT 180G * NON BIO,8443
7850,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3512680000371,AUT MQ,GENOVESE,0,180,POT,PESTO,PF,1CT,STD,3512680000371,0.6923076923076923,0.6923076923076923,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3512680000371.0,180.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO PF GENOVESE 1CT 180G * NON BIO,8444
7851,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,8005360001522,AUT MQ,GENOVESE,0,190,POT,PESTO,PF,1CT,STD,8005360001522,0.4615384615384616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8005360001522.0,190.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO PF GENOVESE 1CT 190G * NON BIO,8445
7852,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,8002960502206,AUT MQ,GENOVESE,0,200,POT,PESTO,PF,1CT,STD,8002960502206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8002960502206.0,200.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO PF GENOVESE 1CT 200G * NON BIO,8446
7853,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3017239003983,AUT MQ,OLIVES FACON PESTO ROSSO,0,190,POT,PESTO,PF,1CT,STD,3017239003983,4.846153846153847,0.0,11.0,10.0,9.0,8.0,7.0,6.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017239003983.0,190.0,POT AUT FAB AUT MQ PESTO PF OLIVES FACON PESTO ROSSO 1CT 190G * NON BIO,8447
7854,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3017239003976,AUT MQ,OLIVES FACON PESTO VERT,0,180,POT,PESTO,PF,1CT,STD,3017239003976,5.615384615384616,0.0,11.0,10.0,10.0,10.0,10.0,8.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017239003976.0,180.0,FECULENTS POT AUT FAB AUT MQ PESTO PF OLIVES FACON PESTO VERT 1CT 180G * NON BIO,8448
7855,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3760014294785,AUT MQ,PEST ARTIC,0,180,POT,PESTO,PF,1CT,STD,3760014294785,1.0,2.3076923076923075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3760014294785.0,180.0,SAUCES POUR FECULENTS POT AUT FAB AUT MQ PESTO PF PEST ARTIC 1CT 180G * NON BIO,8449
7856,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3662902000075,AUT MQ,PEST BASIL PARM,0,135,POT,PESTO,PF,1CT,STD,3662902000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3662902000075.0,135.0,POUR FECULENTS POT AUT FAB AUT MQ PESTO PF PEST BASIL PARM 1CT 135G * NON BIO,8450
7857,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3760014294532,AUT MQ,PESTO A LA TRUFFE,0,180,POT,PESTO,PF,1CT,STD,3760014294532,3.0,5.153846153846153,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,3760014294532.0,180.0,POUR FECULENTS POT AUT FAB AUT MQ PESTO PF PESTO A LA TRUFFE 1CT 180G * NON BIO,8451
7858,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3760072490235,AUT MQ,PESTO AIL OURS,0,180,POT,PESTO,PF,1CT,STD,3760072490235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760072490235.0,180.0,POUR FECULENTS POT AUT FAB AUT MQ PESTO PF PESTO AIL OURS 1CT 180G * NON BIO,8452
7859,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,DV,3770002165256,AUT MQ,PESTO AU BASILIC DE GENES AOP,0,180,POT,PESTO,PF,1CT,STD,3770002165256,1.8461538461538465,2.1538461538461537,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3770002165256.0,180.0,POT AUT FAB AUT MQ PESTO PF PESTO AU BASILIC DE GENES AOP 1CT 180G * NON BIO,8453
