,CATEGORY,MKT_SEGMENT,KPI,EAN13_num,MARQUE,RECETTES,ORGANIC,WEIGHT_num,EMBALLAGE,GAMME,FORMAT,COMPTE,STD/PROMO,ITEM,CAM AN-1,DERNIER CAM,4 S 28/01/18,4 S 25/02/18,4 S 25/03/18,4 S 22/04/18,4 S 20/05/18,4 S 17/06/18,4 S 15/07/18,4 S 12/08/18,4 S 09/09/18,4 S 07/10/18,4 S 04/11/18,4 S 02/12/18,4 S 30/12/18,4 S 27/01/19,4 S 24/02/19,4 S 24/03/19,4 S 21/04/19,4 S 19/05/19,4 S 16/06/19,4 S 14/07/19,4 S 11/08/19,4 S 08/09/19,4 S 06/10/19,4 S 03/11/19,4 S 01/12/19,4 S 29/12/19,EAN13,WEIGHT,NIELSEN_DESCRIPTION,INITIAL_INDEX
9358,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3271514190052,AUT MQ,PISTOU ROUGE,0,110,POT,PESTO,PF,1CT,STD,3271514190052,0.1,0.1307692307692308,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,3271514190052.0,110.0,POUR FECULENTS POT AUT FAB AUT MQ PESTO PF PISTOU ROUGE 1CT 110G * NON BIO,10057
9422,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809545396,BARILLA,BASILIC & ROQUETTE,0,190,POT,PESTO,PF,1CT,STD,8076809545396,0.3769230769230769,0.44615384615384623,0.3,0.3,0.4,0.3,0.3,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.4,0.4,0.4,0.6,0.5,0.6,0.5,0.4,0.5,0.4,8076809545396.0,190.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF BASILIC & ROQUETTE 1CT 190G * NON BIO,10122
9423,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809546676,BARILLA,BASILIC & ROQUETTE,0,190,POT,PESTO,PF,2CT,STD,8076809546676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8076809546676.0,190.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF BASILIC & ROQUETTE 2CT 190G * NON BIO,10123
9424,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809517881,BARILLA,PEST NOIX RICO,0,190,POT,PESTO,PF,1CT,STD,8076809517881,0.3153846153846154,0.24615384615384625,0.6,0.6,0.6,0.5,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.5,0.4,0.5,8076809517881.0,190.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PEST NOIX RICO 1CT 190G * NON BIO,10124
9425,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809540087,BARILLA,PEST NOIX RICO,0,190,POT,PESTO,PF,1CT,STD,8076809540087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8076809540087.0,190.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PEST NOIX RICO 1CT 190G * NON BIO,10125
9426,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809541107,BARILLA,PEST OIG DX,0,200,POT,PESTO,PF,1CT,STD,8076809541107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8076809541107.0,200.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PEST OIG DX 1CT 200G * NON BIO,10126
9427,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809517751,BARILLA,PESTO CALABRESE,0,190,POT,PESTO,PF,1CT,STD,8076809517751,0.3923076923076923,0.2692307692307693,0.8,0.7,0.8,0.5,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.4,8076809517751.0,190.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PESTO CALABRESE 1CT 190G * NON BIO,10127
9428,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809523547,BARILLA,PESTO RGE,0,200,POT,PESTO,PF,1CT,STD,8076809523547,1.0461538461538462,1.1615384615384614,1.0,1.1,1.1,1.0,0.9,1.2,1.0,0.9,1.1,1.2,1.0,1.1,1.0,1.1,1.1,1.2,1.1,1.1,1.2,1.3,1.1,1.3,1.2,1.1,1.2,1.1,8076809523547.0,200.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PESTO RGE 1CT 200G * NON BIO,10128
9429,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809538008,BARILLA,PESTO RGE,0,200,POT,PESTO,PF,2CT,STD,8076809538008,0.8769230769230769,0.9230769230769232,0.8,1.3,0.6,1.4,0.6,0.5,1.0,0.7,0.5,2.0,0.8,0.8,0.4,0.7,1.4,1.5,1.0,0.7,0.7,0.8,0.5,0.8,1.5,1.0,0.4,1.0,8076809538008.0,200.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PESTO RGE 2CT 200G * NON BIO,10129
9430,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809568067,BARILLA,PESTO RUSTICO AUBERGINE AUX HE,0,175,POT,PESTO,PF,1CT,STD,8076809568067,0.1,0.10833333333333334,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.2,8076809568067.0,175.0,FECULENTS POT BARILLA PESTO PF PESTO RUSTICO AUBERGINE AUX HE 1CT 175G * NON BIO,10130
9431,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809576598,BARILLA,PESTO RUSTICO BASILICO & ZUCCH,0,200,POT,PESTO,PF,1CT,STD,8076809576598,0.0,0.7285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.2,0.2,0.2,0.2,0.3,0.2,8076809576598.0,200.0,FECULENTS POT BARILLA PESTO PF PESTO RUSTICO BASILICO & ZUCCH 1CT 200G * NON BIO,10131
9432,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809568074,BARILLA,PESTO RUSTICO LEGUMES MEDITERA,0,175,POT,PESTO,PF,1CT,STD,8076809568074,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8076809568074.0,175.0,FECULENTS POT BARILLA PESTO PF PESTO RUSTICO LEGUMES MEDITERA 1CT 175G * NON BIO,10132
9433,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809576581,BARILLA,PESTO RUSTICO MEDITERRANEO,0,200,POT,PESTO,PF,1CT,STD,8076809576581,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.3,0.1,8076809576581.0,200.0,FECULENTS POT BARILLA PESTO PF PESTO RUSTICO MEDITERRANEO 1CT 200G * NON BIO,10133
9434,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809576574,BARILLA,PESTO RUSTICO POMODORI SECCHI,0,200,POT,PESTO,PF,1CT,STD,8076809576574,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.3,0.2,8076809576574.0,200.0,FECULENTS POT BARILLA PESTO PF PESTO RUSTICO POMODORI SECCHI 1CT 200G * NON BIO,10134
9435,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809568050,BARILLA,PESTO RUSTICO TOMATES SECHEES,0,175,POT,PESTO,PF,1CT,STD,8076809568050,0.13076923076923078,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8076809568050.0,175.0,FECULENTS POT BARILLA PESTO PF PESTO RUSTICO TOMATES SECHEES 1CT 175G * NON BIO,10135
9436,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809541091,BARILLA,PESTO TOM SECHE,0,200,POT,PESTO,PF,1CT,STD,8076809541091,0.22307692307692312,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.4,8076809541091.0,200.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PESTO TOM SECHE 1CT 200G * NON BIO,10136
9437,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809572569,BARILLA,PESTO VEGAN,0,195,POT,PESTO,PF,1CT,STD,8076809572569,0.19230769230769235,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8076809572569.0,195.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PESTO VEGAN 1CT 195G * NON BIO,10137
9438,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809545938,BARILLA,PESTO VERD,0,135,POT,PESTO,PF,1CT,STD,8076809545938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8076809545938.0,135.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PESTO VERD 1CT 135G * NON BIO,10138
9439,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809513746,BARILLA,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,8076809513746,0.1,1.0142857142857142,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,0.3,0.3,0.0,2.1,3.6,8076809513746.0,190.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PESTO VERD 1CT 190G * NON BIO,10139
9440,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809513753,BARILLA,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,8076809513753,1.1,1.2076923076923074,1.0,1.0,1.1,1.1,1.0,1.2,1.2,1.1,1.2,1.3,1.0,1.1,1.0,1.1,1.1,1.2,1.1,1.1,1.2,1.4,1.2,1.4,1.3,1.2,1.2,1.2,8076809513753.0,190.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF PESTO VERD 1CT 190G * NON BIO,10140
9441,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809537995,BARILLA,PESTO VERD,-1,0,POT,PESTO,PF,2CT,PROMO,8076809537995,1.0,1.0307692307692309,0.8,1.5,0.6,1.5,0.8,0.5,1.0,0.7,0.6,2.4,0.9,1.2,0.5,0.9,1.6,1.6,1.1,0.7,0.8,1.0,0.4,0.7,1.8,1.2,0.4,1.2,8076809537995.0,,SAUCES POUR FECULENTS POT BARILLA PESTO PF PESTO VERD 2CT 190G PRIX NON BIO,10141
9442,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8076809543088,BARILLA,TOM SECHE,0,200,POT,PESTO,PF,2CT,STD,8076809543088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8076809543088.0,200.0,SAUCES POUR FECULENTS POT BARILLA PESTO PF TOM SECHE 2CT 200G * NON BIO,10142
9478,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8001250079190,DE CECCO,PESTO VERD,0,200,POT,PESTO,PF,1CT,STD,8001250079190,0.1846153846153846,0.2153846153846153,0.5,0.3,0.3,0.3,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.3,0.1,0.2,0.3,0.3,8001250079190.0,200.0,POUR FECULENTS POT AUT FAB DE CECCO PESTO PF PESTO VERD 1CT 200G * NON BIO,10184
9504,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3760077534828,FLORELLI,LE PESTO ALLA CALABRESE POIVRO,0,190,POT,PESTO,PF,1CT,STD,3760077534828,0.1153846153846154,0.1076923076923077,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,3760077534828.0,190.0,POT AUT FAB FLORELLI PESTO PF LE PESTO ALLA CALABRESE POIVRO 1CT 190G * NON BIO,10211
9505,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3760077534835,FLORELLI,LE PESTO ALLA CALABRESE TOMATE,0,190,POT,PESTO,PF,1CT,STD,3760077534835,0.1153846153846154,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3760077534835.0,190.0,POT AUT FAB FLORELLI PESTO PF LE PESTO ALLA CALABRESE TOMATE 1CT 190G * NON BIO,10212
9506,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3760077532138,FLORELLI,PESTO RGE,0,190,POT,PESTO,PF,1CT,STD,3760077532138,0.1153846153846154,0.1076923076923077,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3760077532138.0,190.0,SAUCES POUR FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO RGE 1CT 190G * NON BIO,10213
9507,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3760077535573,FLORELLI,PESTO RGE,0,200,POT,PESTO,PF,1CT,STD,3760077535573,0.17272727272727276,0.1,0.0,0.0,0.1,0.1,0.6,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3760077535573.0,200.0,SAUCES POUR FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO RGE 1CT 200G * NON BIO,10214
9508,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3760077534866,FLORELLI,PESTO ROQUETTE & NOIX,0,190,POT,PESTO,PF,1CT,STD,3760077534866,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3760077534866.0,190.0,FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO ROQUETTE & NOIX 1CT 190G * NON BIO,10215
9509,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3760077530783,FLORELLI,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,3760077530783,0.17692307692307693,0.1692307692307692,0.2,0.1,0.1,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,3760077530783.0,190.0,POUR FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO VERD 1CT 190G * NON BIO,10216
9510,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3760077535535,FLORELLI,PESTO VERD,0,200,POT,PESTO,PF,1CT,STD,3760077535535,0.21818181818181825,0.13846153846153847,0.0,0.0,0.2,0.2,0.6,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,3760077535535.0,200.0,POUR FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO VERD 1CT 200G * NON BIO,10217
9555,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,8715700115337,HEINZ,PESTO RGE,0,490,POT,PESTO,MF,1CT,STD,8715700115337,0.1692307692307692,0.2153846153846154,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,8715700115337.0,490.0,SAUCES POUR FECULENTS POT HEINZ PESTO MF PESTO RGE 1CT 490G * NON BIO,10263
9556,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3660603080815,HEINZ,PESTO RGE,0,490,POT,PESTO,MF,1CT,STD,3660603080815,0.31666666666666665,0.16923076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.2,0.3,0.2,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,3660603080815.0,490.0,SAUCES POUR FECULENTS POT HEINZ PESTO MF PESTO RGE 1CT 490G * NON BIO,10264
9557,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3660603080365,HEINZ,PESTO RGE,0,490,POT,PESTO,MF,2CT,STD,3660603080365,0.4076923076923077,0.3714285714285713,0.4,0.4,1.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.4,0.4,0.4,0.3,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,3660603080365.0,490.0,SAUCES POUR FECULENTS POT HEINZ PESTO MF PESTO RGE 2CT 490G * NON BIO,10265
9574,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3760253400008,ITALIANS DO IT BETTER,PARMIGIANO REGGIANO & PESTO BA,0,135,POT,PESTO,PF,1CT,STD,3760253400008,0.29999999999999993,0.32307692307692304,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,3760253400008.0,135.0,ITALIANS DO IT BETTER PESTO PF PARMIGIANO REGGIANO & PESTO BA 1CT 135G * NON BIO,10283
9627,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3142952371016,LOUIS MARTIN,PESTO RGE,0,190,POT,PESTO,PF,1CT,STD,3142952371016,0.16666666666666666,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3142952371016.0,190.0,POUR FECULENTS POT AUT FAB LOUIS MARTIN PESTO PF PESTO RGE 1CT 190G * NON BIO,10339
9628,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3142952370019,LOUIS MARTIN,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,3142952370019,0.21538461538461545,0.20769230769230773,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0.2,3142952370019.0,190.0,POUR FECULENTS POT AUT FAB LOUIS MARTIN PESTO PF PESTO VERD 1CT 190G * NON BIO,10340
9659,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3272970190020,MQ FAB 1 PRX,PESTO BLC,0,190,POT,PESTO,PF,1CT,STD,3272970190020,0.1230769230769231,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3272970190020.0,190.0,POUR FECULENTS POT AUT FAB MQ FAB 1 PRX PESTO PF PESTO BLC 1CT 190G * NON BIO,10375
9660,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3272970190013,MQ FAB 1 PRX,PESTO RGE,0,190,POT,PESTO,PF,1CT,STD,3272970190013,0.16923076923076924,0.16923076923076924,0.2,0.1,0.1,0.2,0.4,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,3272970190013.0,190.0,POUR FECULENTS POT AUT FAB MQ FAB 1 PRX PESTO PF PESTO RGE 1CT 190G * NON BIO,10376
9661,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3272970190006,MQ FAB 1 PRX,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,3272970190006,0.21538461538461545,0.19230769230769235,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.2,3272970190006.0,190.0,POUR FECULENTS POT AUT FAB MQ FAB 1 PRX PESTO PF PESTO VERD 1CT 190G * NON BIO,10377
9811,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3038354199702,PANZANI,PESTO DOUX TOMATES,0,200,POT,PESTO,PF,1CT,STD,3038354199702,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038354199702.0,200.0,FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO DOUX TOMATES 1CT 200G * NON BIO,10530
9812,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3038354179506,PANZANI,PESTO POIV,0,190,POT,PESTO,PF,1CT,STD,3038354179506,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3038354179506.0,190.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO POIV 1CT 190G * NON BIO,10531
9813,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3038359005572,PANZANI,PESTO RGE,0,200,POT,PESTO,PF,1CT,STD,3038359005572,0.20769230769230773,0.2846153846153847,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.3,0.3,0.3,0.3,0.4,0.3,0.3,3038359005572.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO RGE 1CT 200G * NON BIO,10532
9814,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3038359002021,PANZANI,PESTO RGE,0,200,POT,PESTO,PF,2CT,STD,3038359002021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038359002021.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO RGE 2CT 200G * NON BIO,10533
9815,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3602820047455,PANZANI,PESTO VERD,0,200,POT,PESTO,PF,12CT,STD,3602820047455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602820047455.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO VERD 12CT 200G * NON BIO,10534
9816,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3038354199603,PANZANI,PESTO VERD,0,200,POT,PESTO,PF,1CT,STD,3038354199603,0.9461538461538462,0.9846153846153848,0.9,0.9,0.9,0.9,0.9,1.0,1.1,1.1,1.1,0.9,0.9,0.8,0.9,0.8,0.9,0.9,0.9,0.9,1.2,1.0,1.1,1.1,1.3,0.9,0.9,0.9,3038354199603.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO VERD 1CT 200G * NON BIO,10535
9817,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3038359002014,PANZANI,PESTO VERD,0,200,POT,PESTO,PF,2CT,PROMO,3038359002014,0.4818181818181818,0.0,0.2,0.4,0.8,0.2,0.2,1.4,0.5,0.4,0.7,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038359002014.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO VERD 2CT 200G * NON BIO,10536
9818,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,VMH   Pondérées,3038359003233,PANZANI,PIGNONS ENTIER,0,190,POT,PESTO,PF,1CT,STD,3038359003233,0.1692307692307692,0.13076923076923078,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3038359003233.0,190.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PIGNONS ENTIER 1CT 190G * NON BIO,10537
