N_SAME_PRODUCT,N_COUNT,O_COUNT,MISSING_COUNT,N_DERNIER CAM,N_CAM AN-1
"LUCIEN GEORGELIN, LEGUMES, POIV AUBER, POT, ",2,1.0,1,82.5,3098.4000000000005
"AUT MQ, LEGUMES, SPAGHETTI, POT, ",1,0.0,1,82.49999999999997,56.5
"PANZANI, PESTO, PESTO VERD, DOY PAC, ",1,1.0,0,82.0,113.0
"DE CECCO, LEGUMES, HUILE D'OLIVE VIERGE EXTRA, POT, ",1,1.0,0,80.40000000000002,64.0
"LOUIS MARTIN, LEGUMES, TOM OLIVE, POT, ",1,1.0,0,80.29999999999998,37.7
"SACLA, LEGUMES, POTI PARME, POT, ",1,1.0,0,77.10000000000002,449.5
"PANZANI, PESTO, PESTO VERD, FLA PLAS, ",1,1.0,0,75.39999999999998,11821.9
"LE CABANON, LEGUMES, PROVENCALE, POT, ",3,2.0,1,75.2,511.70000000000005
"AUT MQ, BIO, LEGUMES A LA SICILIENNE, POT, ",1,1.0,0,74.2,1054.6
"ZAPETTI BUITONI, LEGUMES, POULET ROTI EN MARMITE AUX HER, POT, ",1,1.0,0,68.7,6072.2
"POLLI, LEGUMES, ARTICHAUT, POT, ",1,1.0,0,66.2,98.6
"PANZANI, LEGUMES, ARRABIATA, POT, ",2,1.0,1,66.10000000000002,6329.300000000001
"AUT MQ, SCE CLAS, POMODORINO CILIEGINO & PEPERON, POT, ",1,1.0,0,62.8,332.5
"LUCIEN GEORGELIN, LEGUMES, AIL & PIMENT D'ESPELETTE, POT, ",2,1.0,1,61.90000000000001,7325.700000000001
"AUT MQ, LEGUMES, CURRY, POT, ",1,0.0,1,61.3,68.0
"LOUIS MARTIN, LEGUMES, NAPOLITAIN, POT, ",1,1.0,0,58.00000000000001,65.80000000000001
"LOUIS MARTIN, BOLO CLASSIQUE, ITALIEN, BTE FER, ",1,0.0,1,55.69999999999999,35.4
"AUT MQ, SCE CLAS, OLIVETTE, POT, ",1,1.0,0,54.8,70.1
"AUT MQ, LEGUMES, TOMATE CERISE CILIEGINE, POT, ",1,1.0,0,51.4,335.9000000000001
"AUT MQ, SCE CLAS, TERIYAKI MARINADE, POT, ",2,2.0,0,51.3,232.00000000000006
"AUT MQ, LEGUMES, SAUCE CARI, POT, ",1,0.0,1,51.10000000000001,158.4
"LOUIS MARTIN, LEGUMES, CHAMPIGNON, POT, ",1,0.0,1,50.6,86.2
"AUT MQ, SCE CLAS, AJVAR AUX TOMATES & EPICES, POT, ",1,1.0,0,49.4,160.39999999999995
"AUT MQ, BIO, PIMENT, POT, ",1,1.0,0,48.2,308.9000000000001
"AUT MQ, AUTRE GAMME, ENCRE SEIC, POT, ",2,0.0,2,46.6,53.300000000000004
"SACLA, LEGUMES, TOM CERISE ORIGAN, POT, ",2,2.0,0,41.9,278.1
"DE CECCO, LEGUMES, OLIVE, POT, ",1,1.0,0,40.8,40.79999999999999
"AUT MQ, BIO, PIGNONS DE PAIN, POT, ",1,1.0,0,40.6,326.9000000000001
"AUT MQ, SCE CLAS, PESTO ROUGE DANS HUILE DE TOUR, POT, ",1,1.0,0,40.5,99.1
"BARILLA, LEGUMES, PIZZA, POT, ",2,1.0,1,39.6,3.6
"POLLI, PESTO, PESTO ALLA CALABRESE, POT, ",1,1.0,0,39.6,181.9
"AUT MQ, AUT VIANDE, PEPPERONI, POT, ",1,1.0,0,38.0,294.9
"DE CECCO, BOLO CLASSIQUE, BOLOGNESE, POT, ",1,1.0,0,36.39999999999999,48.4
"ZAPETTI BUITONI, LEGUMES, PIQUANTE, BTE FER, ",3,1.0,2,34.8,675.5999999999999
"AUT MQ, LEGUMES, BOLET CEPE, POT, ",1,1.0,0,33.2,84.19999999999997
"POLLI, LEGUMES, TOM SECHE, POT, ",1,1.0,0,31.300000000000004,58.8
"POLLI, LEGUMES, POIVRON, POT, ",1,1.0,0,30.399999999999995,79.60000000000002
"AUT MQ, SCE CLAS, CREMEE AUX MORILLES, DOY PAC, ",1,1.0,0,29.6,718.7
"PANZANI, CREME, LASAGNES, POT, ",1,1.0,0,29.0,1108.1
"AUT MQ, PESTO, PESTO MENTHE, POT, ",1,1.0,0,27.9,89.80000000000003
"SACLA, AUTRE GAMME, RADICCHIO & NOIX, POT, ",1,1.0,0,26.3,991.1
"AUT MQ, BIO, COURGETTE, POT, ",1,1.0,0,26.1,23.2
"PANZANI, LEGUMES, BASILIC CISELE, POT, ",1,0.0,1,23.700000000000006,3430.2000000000007
"AUT MQ, AUT VIANDE, SAUCISSE, BTE FER, ",1,1.0,0,23.700000000000006,0.0
"BUITONI, BOLO CLASSIQUE, ITALIEN, BTE FER, ",2,0.0,2,23.6,8.0
"ZAPETTI BUITONI, EXOTIQUE, INDIENNE CURRY & CORIANDRE, POT, ",1,1.0,0,21.3,1091.8
"SACLA, LEGUMES, CAVIAR TOM AMANDE, POT, ",1,1.0,0,19.4,1636.1
"DE CECCO, LEGUMES, VERDURE, POT, ",1,0.0,1,19.200000000000006,13.2
"AUT MQ, LEGUMES, MIEL & AUX PIGNONS, POT, ",1,1.0,0,18.6,89.8
"BARILLA, BOLO ORIGINALE, BOLOGNESE VERDURE MEDITERRANEE, POT, ",1,1.0,0,18.4,528.0
"AUT MQ, SCE CLAS, ASSORT, POT, ",3,1.0,2,18.3,1070.7
"AUT MQ, SCE CLAS, CURRY & A L'AIL POUR WOK, POT, ",1,1.0,0,18.0,35.8
"AUT MQ, SCE CLAS, BECHAMEL HERBES & EPICES, POT, ",1,1.0,0,17.700000000000006,249.8
"MUTTI, LEGUMES, LEGUME, TUB, ",1,1.0,0,16.200000000000006,23.8
"AUT MQ, BIO, CEPES, POT, ",1,1.0,0,15.7,15.3
"BARILLA, PESTO, PESTO RUSTICO AUBERGINE AUX HE, POT, ",1,1.0,0,15.3,892.3000000000002
"SACLA, LEGUMES, TOMATES CERISES PARMESAN, POT, ",2,2.0,0,14.0,5387.099999999999
"PANZANI, LEGUMES, TOMATES BASILIC FROMAGES ITALIENS, POT, ",1,1.0,0,14.0,239.2
"AUT MQ, LEGUMES, PIMENT D'ESPELETTE, POT, ",1,0.0,1,13.6,80.2
"AUT MQ, SCE CLAS, AJVAR VERT, POT, ",1,1.0,0,13.2,236.0
"AUT MQ, PESTO, OLIVES FACON PESTO VERT, POT, ",1,1.0,0,12.9,2781.7
"AUT MQ, PESTO, OLIVES FACON PESTO ROSSO, POT, ",1,1.0,0,12.5,2786.600000000001
"AUT MQ, LEGUMES, LANGUEDOC, POT, ",1,0.0,1,11.6,25.4
"PANZANI, CREME, PROVENCALE, POT, ",1,1.0,0,11.5,934.0
"BARILLA, PESTO, PESTO VERD, DOY PAC, ",1,1.0,0,11.5,7.0
"AUT MQ, LEGUMES, CITRON CONFIT & OLIVES, POT, ",1,1.0,0,11.5,3895.900000000001
"AUT MQ, LEGUMES, HOT MISTRAL, POT, ",1,1.0,0,10.5,7.399999999999999
"AUT MQ, LEGUMES, BRASERO, POT, ",1,0.0,1,10.200000000000003,3.0
"AUT MQ, LEGUMES, GINGER TONIC, POT, ",1,0.0,1,9.900000000000002,4.199999999999998
"PANZANI, LEGUMES, PROVENCALE, TUB, ",1,1.0,0,9.4,200.0
"AUT MQ, LEGUMES, PROVENCALE, BTE FER, ",1,0.0,1,9.2,48.4
"AUT MQ, LEGUMES, RIVIERA, POT, ",1,0.0,1,9.2,6.099999999999999
"MUTTI, LEGUMES, PIMENT, POT, ",1,1.0,0,8.8,18.2
"MUTTI, LEGUMES, LEG GRILLE, POT, ",1,1.0,0,8.200000000000001,28.899999999999995
"AUT MQ, LEGUMES, OLIVES PROVENCALE, POT, ",1,1.0,0,7.6,4740.0999999999985
"AUT MQ, SCE CLAS, THAI STEAK, POT, ",1,1.0,0,7.399999999999999,6.499999999999999
"AUT MQ, LEGUMES, AIL ROTI, POT, ",1,1.0,0,7.1,471.1
"ZAPETTI BUITONI, LEGUMES, FROMAGE, POT, ",2,1.0,1,6.7,522.8
"AUT MQ, BIO, PUTTANESCA, POT, ",1,1.0,0,6.6,14.4
"AUT MQ, SCE CLAS, BEURRE BLANC & CITRON CONFIT, DOY PAC, ",1,0.0,1,5.2,222.1
"PANZANI, LEGUMES, OLIVE, POT, ",1,1.0,0,5.1,550.7
"AUT MQ, SCE CLAS, BECHAMEL CHAMPIGNONS & PARMESA, POT, ",1,0.0,1,5.0,115.7
"BUITONI, LEGUMES, NATURE, BTE FER, ",2,0.0,2,4.6,1.8
"ZAPETTI BUITONI, BOLO CLASSIQUE, BOLOGNAISE AU BOEUF RISSOLE, POT, ",1,0.0,1,4.6,509.8
"MUTTI, LEGUMES, OLIVE, POT, ",1,1.0,0,4.5,10.6
"AUT MQ, LEGUMES, CHAMP PORCI, POT, ",1,0.0,1,4.5,5.4
"SACLA, AUTRE GAMME, OIGNONS BORETTANE & PISTACHES, POT, ",1,1.0,0,3.9,62.7
"PANZANI, CREME, CAMPAGNARD, POT, ",1,1.0,0,3.5,61.5
"AUT MQ, SCE CLAS, PIMENT DOUX & AIL, SAC, ",1,1.0,0,3.4,194.1
"PANZANI, LEGUMES, 6LEGUMES, POT, ",1,1.0,0,3.2,3277.2
"FLORELLI, BIO, ARRABIATA, POT, ",1,1.0,0,3.1,23.8
"PANZANI, BOLO BALLS, KNACKS, POT, ",1,1.0,0,2.8,12.8
"AUT MQ, SCE CLAS, CITRON VERT PIMENT DOUX, AUT EMB, ",1,0.0,1,2.7,110.9
"LUCIEN GEORGELIN, LEGUMES, CAPRE, POT, ",1,1.0,0,2.7,190.9
"JARDIN BIO, BIO, BASILIC & PARMESAN, POT, ",1,1.0,0,2.6,31.8
"AUT MQ, PESTO, PEST BASIL PARM, POT, ",1,1.0,0,2.6,12.700000000000005
"AUT MQ, LEGUMES, OLIVES MEDITERRANEENNE, POT, ",1,1.0,0,2.6,1266.9
"AUT MQ, LEGUMES, 2 TOMATES, POT, ",1,1.0,0,2.5,26.3
"PANZANI, A CUISINER, PLT CREME CHAMP, POT, ",1,1.0,0,2.4,264.9
"AUT MQ, LEGUMES, DATTERINI, POT, ",1,1.0,0,2.1,12836.2
"SACLA, LEGUMES, TOM CERISE ROM, POT, ",2,2.0,0,2.1,75.6
"ZAPETTI BUITONI, LEGUMES, CALIENTE ARRABBIATA & PIMENT &, POT, ",1,1.0,0,2.0,195.0
"AUT MQ, BOLO ORIGINALE, BOLOG BASI, POT, ",1,1.0,0,2.0,0.0
"AUT MQ, LEGUMES, TOMATE CUSINEE A L'ANCIENNE, POT, ",1,1.0,0,2.0,10.8
"AUT MQ, SCE CLAS, VIERGE A LA PROVENCALE, POT, ",1,1.0,0,2.0,38.7
"SACLA, LEGUMES, ASP VRTE, POT, ",1,1.0,0,1.8,47.1
"BARILLA, BOLO ORIGINALE, BOLOGNESE CHAMPIGNONS & CEPES, POT, ",1,1.0,0,1.6,212.8
"SACLA, PESTO, PESTO VEGETARIEN, POT, ",1,1.0,0,1.5,29115.8
"AUT MQ, PESTO, PESTO RGE, TUB, ",1,0.0,1,1.4,21.1
"AUT MQ, LEGUMES, MELANZANE, POT, ",1,0.0,1,1.4,7.5
"ZAPETTI BUITONI, LEGUMES, GRECQUE COMPOTEE D'AUBERGINES, POT, ",1,1.0,0,1.2000000000000002,181.2
"POLLI, A CUISINER, RISOTTO TOM PARM, POT, ",1,1.0,0,1.2000000000000002,23.9
"PANZANI, BOLO BALLS, POULET, POT, ",2,2.0,0,1.2000000000000002,7.2
"MUTTI, LEGUMES, BASILIC, POT, ",1,1.0,0,1.1,30.100000000000005
"PANZANI, PESTO, RICOTTA, POT, ",1,1.0,0,1.0,24.3
"FLORELLI, LEGUMES, CAPRE OLIV, POT, ",1,1.0,0,0.8999999999999999,23.0
"AUT MQ, SCE CLAS, COCOCRAZY KORMA PASTE, POT, ",1,1.0,0,0.8999999999999999,164.6
"AUT MQ, SCE CLAS, POIVRE NOIR WOK, POT, ",1,1.0,0,0.8,21.4
"ZAPETTI BUITONI, LEGUMES, OLIVES CHAMPIGNONS A L'ORIGAN, POT, ",1,1.0,0,0.8,2.6
"PANZANI, BOLO ORIGINALE, AMERICAN BOLOGNAISE, POT, ",1,1.0,0,0.8,0.0
"PANZANI, LEGUMES, LEGUMES, FLA PLAS, ",1,1.0,0,0.6,0.8999999999999999
"BJORG, BIO, CHAMPIGNON, POT, ",1,1.0,0,0.6,108.1
"FLORELLI, LEGUMES, POIV RG, POT, ",1,1.0,0,0.6,15.3
"JARDIN BIO, BIO, OIGNONS & LARDONS, POT, ",2,1.0,1,0.4,51.0
"SACLA, LEGUMES, TOM CERISE SESAME, POT, ",1,1.0,0,0.4,1.6
"PANZANI, LEGUMES, TOMATES CUISINEES EMMENTAL, POT, ",1,1.0,0,0.4,44.4
"AUT MQ, LEGUMES, ROUGAIL, POT, ",3,2.0,1,0.4,853.7999999999998
"JARDIN BIO, BIO, PEST TOM PARM, POT, ",1,1.0,0,0.4,6.8
"AUT MQ, AUTRE GAMME, GIROLLE V NOIX, BTE FER, ",1,0.0,1,0.4,3.0
"AUT MQ, LEGUMES, TOM OIGNON, POT, ",1,0.0,1,0.3,3.9
"ZAPETTI BUITONI, BOLO CLASSIQUE, BOLOGNAISE, BRIC, ",1,1.0,0,0.3,802.4000000000002
"BJORG, BIO, CURRY, POT, ",1,1.0,0,0.3,118.6
"AUT MQ, SCE CLAS, ALGUES, DOY PAC, ",1,0.0,1,0.2,132.4
"AUT MQ, LEGUMES, BASILIC, DOY PAC, ",1,0.0,1,0.2,1.9
"LOUIS MARTIN, PESTO, PESTO RGE, POT, ",1,1.0,0,0.2,5.3
"AUT MQ, AUT VIANDE, PANCETTA FUMEE, POT, ",1,1.0,0,0.2,35.4
"VICTORIA, BOLO CLASSIQUE, BOLOGNAISE, POT, ",1,0.0,1,0.0,3.2
"AUT MQ, BIO, AUBERGINE CHEVRE, DOY PAC, ",1,0.0,1,0.0,0.2
"BARILLA, PESTO, TOM SECHE, POT, ",1,0.0,1,0.0,0.0
"HEINZ, LEGUMES, PARMESAN, BRIC, ",1,1.0,0,0.0,33.4
"HEINZ, LEGUMES, PARMESAN, DOY PAC, ",1,0.0,1,0.0,0.0
"HEINZ, LEGUMES, TOMATE CUI, BRIC, ",1,0.0,1,0.0,2.0
"BARILLA, LEGUMES, SICILIAN, POT, ",1,0.0,1,0.0,0.0
"HEINZ, LEGUMES, TOMATE CUITE HUILE OLIVE, BRIC, ",1,0.0,1,0.0,0.8
"BARILLA, PESTO, PEST OIG DX, POT, ",1,0.0,1,0.0,0.0
"BARILLA, LEGUMES, TOMATES CERISE ARRABBIATA, POT, ",1,0.0,1,0.0,0.2
"AUT MQ, AUTRE GAMME, ORANG, POT, ",2,0.0,2,0.0,0.3
"BARILLA, AUTRE GAMME, GORGONZOLA, POT, ",1,1.0,0,0.0,0.0
"SOLEILLANS, LEGUMES, SPAGHETTI, DOY PAC, ",1,1.0,0,0.0,1.5
"AUT MQ, SCE POISSON, VONGOLE, POT, ",1,0.0,1,0.0,6.8
"AUT MQ, SCE POISSON, TOMATES JAUNES & FILETS DE THO, POT, ",1,1.0,0,0.0,45.4
"AUT MQ, SCE POISSON, MOULE, POT, ",1,0.0,1,0.0,1.0
"AUT MQ, SCE POISSON, CLOVISSE, POT, ",1,0.0,1,0.0,4.6000000000000005
"AUT MQ, SCE POISSON, ANCHOIS, POT, ",1,0.0,1,0.0,0.8
"AUT MQ, SCE CLAS, YUZU, AUT EMB, ",1,0.0,1,0.0,69.9
"BARILLA, SCE CLAS, VONGOLE ALLE MARINARA, POT, ",1,1.0,0,0.0,19.4
"AUT MQ, LEGUMES, GRAN PAD PECO CHEESE, POT, ",1,0.0,1,0.0,0.0
"ZAPETTI BUITONI, BIO, PT LEGUME, POT, ",1,1.0,0,0.0,0.0
"HEINZ, LEGUMES, BASILIC, BRIC, ",1,0.0,1,0.0,0.3
"FLORELLI, LEGUMES, CHAMPIGNON, POT, ",1,1.0,0,0.0,8.8
"AUT MQ, AUT VIANDE, POITRINE DE PORC, POT, ",1,0.0,1,0.0,0.7
"FLORELLI, BIO, HOLV BASIL, POT, ",1,1.0,0,0.0,3.6
"ZAPETTI BUITONI, LEGUMES, PROVENCALE, POT, ",4,1.0,3,0.0,3.5
"AUT MQ, AUT VIANDE, TOSCANA, POT, ",1,0.0,1,0.0,0.0
"ZAPETTI BUITONI, LEGUMES, PROVENC LANGUE, POT, ",1,0.0,1,0.0,0.0
"AUT MQ, AUTRE GAMME, CALABRAIS, FLA PLAS, ",1,0.0,1,0.0,0.0
"AUT MQ, AUT VIANDE, JAMB SAUCI, POT, ",1,0.0,1,0.0,0.0
"ZAPETTI BUITONI, LEGUMES, NATURE, TUB, ",1,1.0,0,0.0,0.2
"ZAPETTI BUITONI, LEGUMES, NATURE, POT, ",2,1.0,1,0.0,0.0
"CASERTA, LEGUMES, BASILIC, BTE FER, ",1,0.0,1,0.0,0.0
"ZAPETTI BUITONI, LEGUMES, HERB PROV, POT, ",1,0.0,1,0.0,0.0
"BUITONI, LEGUMES, PARMESAN, POT, ",1,0.0,1,0.0,0.5
"BUITONI, LEGUMES, NAPOLITAIN, POT, ",1,0.0,1,0.0,0.3
"BUITONI, LEGUMES, BASILIC, POT, ",1,0.0,1,0.0,0.0
"ZAPETTI BUITONI, LEGUMES, CURRY A LA CORIANDRE, POT, ",1,1.0,0,0.0,3.1
"ZAPETTI BUITONI, LEGUMES, CHAMPIGNONS &  MASCARPONE, POT, ",2,1.0,1,0.0,193.0
"BUITONI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",1,0.0,1,0.0,0.0
"ZAPETTI BUITONI, LEGUMES, BASILIC, POT, ",4,1.0,3,0.0,0.8
"ZAPETTI BUITONI, LEGUMES, AIL OIGNON, BRIC, ",5,1.0,4,0.0,32.40000000000001
"AUT MQ, SCE CLAS, TARTINABLE PIQUANTE DE LEGUMES, POT, ",1,1.0,0,0.0,0.0
"HEINZ, LEGUMES, AIL OIGNON, POT, ",1,1.0,0,0.0,0.0
"ZAPETTI BUITONI, BOLO CLASSIQUE, BOLOGNAISE BOEUF RISSOLE, POT, ",1,0.0,1,0.0,0.0
"ZAPETTI BUITONI, BOLO ORIGINALE, BOLO TEX MEX, POT, ",1,0.0,1,0.0,0.0
"AUT MQ, SCE CLAS, TANTALIZING TIKKA PASTE, POT, ",1,1.0,0,0.0,147.9
"AUT MQ, BIO, NOIX DE COCO ANANAS, POT, ",1,1.0,0,0.0,0.0
"AUT MQ, LEGUMES, TOMATE CUI, BTE FER, ",1,0.0,1,0.0,1.0
"AUT MQ, LEGUMES, AIL H OLIVE, POT, ",1,1.0,0,0.0,3.9000000000000012
"PANZANI, BOLO ORIGINALE, BOLOG JAMB, POT, ",1,1.0,0,0.0,0.8
"AUT MQ, SCE CLAS, ALGUES AU SEL DE GUERANDE, DOY PAC, ",1,0.0,1,0.0,33.3
"AUT MQ, SCE CLAS, AGLIO & OLIO & PEPERONCINO CAL, POT, ",1,0.0,1,0.0,0.0
"FLORELLI, BIO, LEG SOLEIL, POT, ",1,1.0,0,0.0,13.4
"AUT MQ, LEGUMES, ANDALOUSE, POT, ",1,0.0,1,0.0,0.6
"PANZANI, LEGUMES, FRAICHEUR, BTE FER, ",1,0.0,1,0.0,0.0
"AUT MQ, LEGUMES, AUBER OLIV OIL, POT, ",1,0.0,1,0.0,0.0
"PANZANI, LEGUMES, LEGUME, BTE FER, ",1,0.0,1,0.0,0.0
"SACLA, BIO, PIQUANTE TOMATES & POIVRONS &, POT, ",1,1.0,0,0.0,0.0
"PANZANI, LEGUMES, REC DU SUD, POT, ",1,0.0,1,0.0,1.2
"AUT MQ, LEGUMES, BOLET, POT, ",1,0.0,1,0.0,0.0
"JARDIN BIO, BIO, PEST BASIL PARM, POT, ",1,1.0,0,0.0,1.3
"SACLA, BIO, PANCETTA, POT, ",1,1.0,0,0.0,0.0
"AUT MQ, LEGUMES, BOLOGNESE, POT, ",1,1.0,0,0.0,6.4
"PANZANI, PESTO, PESTO DOUX TOMATES, POT, ",1,1.0,0,0.0,1.0
"PANZANI, PESTO, PESTO RGE, FLA PLAS, ",1,1.0,0,0.0,1.6
"AUT MQ, LEGUMES, SAUCE TOMATE AUBERGINES & BASI, POT, ",1,1.0,0,0.0,13.3
"PANZANI, SCE POISSON, OLIVES BASILIC THON, POT, ",1,1.0,0,0.0,0.0
"PANZANI, SCE POISSON, TOMATES CUISINES THON, POT, ",1,0.0,1,0.0,0.0
"SACLA, AUTRE GAMME, CHOCOLAT, POT, ",1,1.0,0,0.0,0.8
"SACLA, AUTRE GAMME, CHATAIGNES & POMMES, POT, ",1,1.0,0,0.0,0.0
"POLLI, A CUISINER, RISOTTO TOMATES & BASILIC, POT, ",1,0.0,1,0.0,0.0
"AUT MQ, LEGUMES, POMODORO, POT, ",1,0.0,1,0.0,0.0
"PANZANI, BOLO ORIGINALE, BOLOG BARBEC, POT, ",1,0.0,1,0.0,0.0
"AUT MQ, LEGUMES, *, POT, ",1,0.0,1,0.0,15.999999999999998
"AUT MQ, SCE CLAS, ARMORICAINE, DOY PAC, ",1,1.0,0,0.0,0.3
"PANZANI, BOLO BALLS, BOEUF, POT, ",1,1.0,0,0.0,6.8
"AUT MQ, BIO, ONCTUEUSE AU SOJA, POT, ",1,1.0,0,0.0,0.0
"AUT MQ, BIO, ORANGE CELERI GINGEMBRE, POT, ",1,1.0,0,0.0,236.2
"AUT MQ, LEGUMES, PARMIGIANO REGGIANO, POT, ",1,1.0,0,0.0,1.4
"LE CABANON, BIO, BOLOGNAISE, POT, ",1,1.0,0,0.0,0.0
"AUT MQ, SCE CLAS, PIZZA, POT, ",1,0.0,1,0.0,0.0
"LE CABANON, LEGUMES, CHAMPIGNON, POT, ",1,0.0,1,0.0,4.5
"SACLA, LEGUMES, TOMATES BASILIC, POT, ",1,0.0,1,0.0,0.3
"AUT MQ, SCE CLAS, ONCTUEUSE AU RIZ, POT, ",1,0.0,1,0.0,0.0
"AUT MQ, SCE CLAS, NAPOLITAIN, POT, ",1,0.0,1,0.0,0.7
"AUT MQ, SCE CLAS, MELANGE 5 BAIES, DOY PAC, ",1,0.0,1,0.0,2.5
"SACLA, LEGUMES, TOM CERISE MENTHE, POT, ",1,1.0,0,0.0,0.2
"AUT MQ, SCE CLAS, MANGUE CURCUMA & CURRY, POT, ",1,1.0,0,0.0,300.8
"SACLA, LEGUMES, TOM C PARM, POT, ",1,0.0,1,0.0,0.0
"AUT MQ, SCE CLAS, KASHMIRI MILD KORMA, POT, ",1,0.0,1,0.0,0.0
"AUT MQ, SCE CLAS, JAUNTY JALFREZI PASTE, POT, ",1,0.0,1,0.0,0.3
"AUT MQ, SCE CLAS, CREMEE AU FOIE GRAS, DOY PAC, ",1,0.0,1,0.0,0.3
"MUTTI, LEGUMES, PARMESAN, POT, ",1,1.0,0,0.0,0.0
"SACLA, LEGUMES, POIV ANANAS, POT, ",1,1.0,0,0.0,0.2
"AUT MQ, SCE CLAS, CHAMPIGNONS & OLIVES, POT, ",1,1.0,0,0.0,144.0
"PANZANI, A CUISINER, RISOTTO 3 FROMAGGI, POT, ",1,1.0,0,0.0,0.0
"AUT MQ, BOLO ORIGINALE, BOLOGNAISE VOLAILLE, POT, ",1,0.0,1,0.0,1.6
"PANZANI, AUT VIANDE, LARDON OIGNON, POT, ",1,1.0,0,0.0,0.8
"PANZANI, BOLO BALLS, BARBECUE, POT, ",1,1.0,0,0.0,19.6
"ZAPETTI BUITONI, PESTO, PESTO VERD, DOSE, ",1,0.0,1,0.0,0.1
